,0,1,2,3,4,5,6
0,,Precision,,Repeatability,,Stability,
1,Analyte,Content,RSD,Content,RSD,Content,RSDa
2,,(g/mL,(%),(g/g,(%),(g/g,(%)
3,,FW),,FW,,FW,
4,,3.86,,30.1,,,
5,,3.68,,29.0,,,
6,Limonin,3.80,2.14,29.0,3.37,86.3,1.21
7,Limonin,3.64,2.14,31.7,3.37,86.3,1.21
8,,3.75,,30.1,,,
9,,3.72,,30.2,,,
10,,125,,14.9,,,
11,,129,,14.3,,,
12,Nomilin,124,1.60,15.2,3.02,110,2.94
13,Nomilin,126,1.60,15.4,3.02,110,2.94
14,,126,,14.7,,,
15,,129,,14.4,,,
16,,16.3,,136,,,
17,,17.3,,129,,,
18,Limonin,17.0,2.85,132,2.81,272,5.05
19,glycoside,16.5,2.85,128,2.81,272,5.05
20,,17.5,,130,,,
21,,16.9,,137,,,
