,0,1,2,3,4,5,6
0,Compounds,NL2d,NL4d,NL6d,L2d,L4d,L6d
1,Protocatechuic acid,nd,nd,nd,nd,nd,nd
2,p-Hydroxybenzoic acid,7.8-9.4,nd,9.211.6,nd,15.3-18.1,18.3-20.3
3,p-Hydroxybenzoic aldehyde,20.222.0,22.224.6,39.6-44.4,30.7-32.7,41.4-45.4,47.4-54.2
4,Vanillic acid,nd,nd,5.2-7.0,nd,nd,nd
5,Vanillic aldehyde,nd,nd,nd,nd,16.7-18.7,31.6-36.2
6,trans p-Coumaric acid,43.2-47.6,nd,23.4-27.4,25.127.5,139-148,110-116
7,trans Ferulic acid,47.8-53.8,46.1-50.7,26.1-30.3,18.3-20.5,4.7-6.1,157-164
8,trans p-Coumaric acid derivative,12.9-15.3,19.4-21.4,97.9-105,8.1-9.9,22.8-33.6,nd
9,Procyanidin B3,nd,nd,t,nd,nd,nd
