,0,1,2,3,4,5,6,7,8
0,Quality Parameter,Fruit Class,Calibration,,,Validation,,,Overall CV %
1,,,Mean,SD,Range,Mean,SD,Range,
2,Mass (g),All,171.26,37.13,91.33-296.33,164.30,34.09,99.87-280.81,21.75%
3,,Colour,171.48,26.19,123.87-243.61,172.91,27.98,114.29-227.29,11.81%
4,,Green,159.07,32.39,114.29243.61,165.17,34.22,116.77-227.29,20.33%
5,,Yellow,168.32,16.78,133.45-206.15,173.36,20.14,138.53-200.87,10.64%
6,,Orange,182.47,51.96,147.60-231.62,189.13,25.69,159.05-227.12,12.05%
7,,Size,164.99,51.96,91.33-296.33,161.08,50.78,99.87-280.81,31.27%
8,,Small,113.92,10.27,91.33-131.37,113.00,8.21,99.87-121.83,8.17%
9,,Medium,151.51,13.68,127.04-171.50,146.68,10.54,131.87-164.17,8.24%
10,,Large,229.45,30.14,194.48-296.33,225.05,26.14,194.99-280.81,12.12%
11,Colour index,All,4.10,1.66,2.48 to 7.54,3.72,1.63,0.48 to 6.94,40.96%
12,,Colour,3.80,1.72,2.49 to 6.94,3.42,1.61,0.48 to 6.94,30.74%
13,,Green,2.01,1.46,2.49 to 5.40,2.44,1.14,0.48 to 4.00,61.54%
14,,Yellow,3.27,0.64,2.154.47,3.31,0.75,2.394.40,16.64%
15,,Orange,5.62,0.64,4.696.94,5.50,0.75,4.586.87,12.40%
16,,Size,4.58,1.37,1.98-7.54,4.46,1.22,2.064.28,28.78%
17,,Small,3.20,0.85,1.98-5.41,3.15,0.64,2.064.28,23.79%
18,,Medium,5.50,0.74,4.356.57,5.52,0.64,4.286.04,13.20%
19,,Large,5.02,1.51,2.857.54,4.96,0.46,4.275.92,21.73%
20,TSS (Brix),All,9.41,1.00,6.80-11.80,9.40,1.19,6.80-11.60,11.38%
21,,Colour,9.31,0.98,6.80-11.60,9.28,1.25,6.80-11.60,9.75%
22,,Green,8.69,1.11,6.8011.50,8.61,1.10,7.30-11.50,12.61%
23,,Orange,9.85,1.01,8.00-11.60,9.69,0.93,8.20-11.40,9.89%
24,,Orange,9.52,0.83,7.6011.40,9.36,0.97,8.00-11.30,9.24%
25,,Size,9.78,0.98,7.5011.80,9.35,1.02,7.7011.50,10.54%
26,,Small,9.67,1.33,7.50-11.80,9.25,1.10,7.80-11.10,12.94%
27,,Large,9.17,0.54,8.309.90,10.08,0.83,9.20-11.20,9.33%
28,,Large,9.70,1.06,7.70-11.20,9.55,0.79,8.40-11.00,9.49%
29,Vitamin C (mg/100 mL),All,46.62,10.32,23.82-77.86,48.52,11.10,25.47-74.24,22.49%
30,,Green,46.00,9.88,23.8274.24,47.75,9.11,28.3274.24,19.29%
31,,Green,42.96,12.78,23.8269.02,43.10,9.11,32.80-67.53,26.33%
32,,Yellow,52.30,9.49,31.07-68.78,50.46,7.87,34.31-65.76,18.83%
33,,Orange,44.79,8.20,36.1774.24,46.46,7.87,35.20-59.80,17.64%
34,,Size,48.81,12.51,25.4777.86,48.65,8.93,29.80-64.96,22.84%
35,,Small,49.87,17.79,25.4773.02,49.15,9.02,39.12-63.75,29.47%
36,,Medium,45.96,3.65,38.50-50.59,49.79,4.57,42.30-55.27,12.72%
37,,Large,47.18,14.60,29.80-77.86,48.59,7.95,35.41-63.63,23.94%
38,Maturity Index,All,10.79,1.69,6.53-16.44,10.47,1.82,6.5514.32,16.33%
39,,Colour,10.57,1.78,6.53-16.44,10.16,1.82,6.5514.32,15.82%
40,,Green,10.42,1.93,6.53-14.14,9.99,1.55,7.1913.38,18.62%
41,,Yellow,10.42,1.77,6.55-14.32,10.43,1.64,7.82-13.33,16.31%
42,,Size,11.44,1.51,7.71-14.03,10.84,1.54,8.78-13.91,14.10%
43,,Size,11.16,1.51,7.71-14.03,11.16,1.54,8.78-13.91,13.53%
44,,Small,11.45,1.79,7.71-13.81,10.19,1.34,8.78-12.33,15.63%
45,,Medium,10.99,1.54,8.91-13.91,11.46,1.56,9.03-13.85,13.73%
46,,Large,11.43,1.68,8.99-14.03,11.36,0.89,10.21-13.38,11.47%
