,0,1,2,3,4,5,6,7,8
0,,,2,,,,,,
1,,,,,,,*,,
2,,,a,,,,,,
3,,oooeed,3/3m,ON,22222,22222,,,
4,,,,,,,,,T
5,,,,ON,2222222,2222222,2,,
6,,oooeed,8/8ml,111,225535222222222,,,225535222222222,225535222222222
7,,,8/8,,237222222222,,,237222222222,237222222222
8,,,2,,,,,,
9,,,,,2.,**,,,
10,,,,,3,,,,
11,,eooeed,8/8,,2,4.05,,22222229,22222229
12,,,AS 8/81,,22,,,,
13,M7218,,AS 8/81,,2%,2%,,2222229,2
14,,,zX,,,,,,
15,,,,,,,,,22
16,,,,,,,0,,0
17,,oooed,,,2222225,,,,2
18,,,,2,2222223,,,,
19,,ZX,ZX,,,,,,
20,,,a,,,,,,
21,,,,,2222222,,,,
22,,,as,,,,,,
23,,,,,,,,,
24,M0TT,,8/8ml,,,,,,
25,,,,n-0--1ni-0- 1o,n-0--1n.i-n--0- [e,,,n3-0--in-no--5-0- jnd,an.-uno5-d-0- [od
