,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,WL,SSC,TA,pH,RR,Firmness,FD,L*,a*,b*,Chroma,Hue angle
1,WL,1.00,,,,,,,,,,,
2,SSC,0.48 **,1.00,,,,,,,,,,
3,TA,-0.19 *,-0.04 ns,1.00,,,,,,,,,
4,pH,-0.10,-0.09ns,-0.31 **,1.00,,,,,,,,
5,RR,0.49**,0.39 **,0.12ns,-0.37 * *,1.00,,,,,,,
6,Firmness,0.64**,-0.51 * *,0.35 * *,0.04ns,-0.39 * *,1.00,,,,,,
7,FD,-0.23 **,-0.14,0.04ns,0.06ns,-0.20 *,0.24 * *,1.00,,,,,
8,,0.16,-0.03,0.49 * *,-0.20 *,0.35 * *,0.11ns,-0.04ns,1.00,,,,
9,a*,0.20 *,0.21 *,0.12ns,-0.12ns,0.26 * *,-0.25 * *,-0.17ns,0.12ns,1.00,,,
10,b*,0.37 **,0.23 * *,0.15ns,-0.31 * *,0.36 * *,-0.28 * *,-0.25 * *,0.41 * *,0.60 * *,1.00,,
11,Chroma,0.36 * *,0.25 * *,0.15ns,-0.27 **,0.36 * *,-0.29 * *,-0.26 **,0.38 * *,0.75**,0.96 * *,1.00,
12,Hue angle,0.11,0.04ns,-0.04ns,-0.15ns,-0.04ns,-0.01ns,-0.07ns,0.25 * *,-0.39 **,0.39 * *,0.22* *,1.00
