,0,1,2,3,4,5,6,7,8,9
0,No.,Aroma compounds,Concentration(mg/L,Concentration(mg/L,,,,,,
1,,,1,2,3,4,5,6,7,8
2,1,Ethyl butanoate,94014.6,206  3.2,138  0.727,113  2.27,73.9  1.28,570.543,20.3  0.31,19.1 0.17
3,2, Butyl acetate,47.1,6.42,4.17,2.92,2.07  0.02,1.39,0.625,0.431
4,,,0.253,0.164,0.017,0.009,,0.012,0.012,0.008
5,3,2-Methylpropanol,136  2.98,42.6  0.37,29.8,25.2,20.8,17.3,10.4,7.14
6,,,,,0.398, 0.526, 0.281,0.177,0.061,0.018
7,4,Ethyl pentanoate,193  0.095,46.4  1.05,34.1,25.1,21  0.379,15.3,11.9,7.77  0.15
8,,,,,0.444, 0.096,, 0.265,0.144,
9,,1-Butanol,51111,335  4.22,299  4.4,309 7.15,270  6.35,267  3.77,175  0.6,124  0.564
10,6,Ethyl 4-methylpentanoate,4.36,1.57,1.52,1.2  0.016,0.57,0.643,0.55,
11,,,0.068,0.014,0.013,,0.165, 0.053, 0.296,
12,7,3-Methyl-1-butanol,3726.31,226 1.79,196  2.28,202  3.49,188 3.37,170  0.723,1180.112,79.1
13,,,,,,,,,, 0.358
14,8,Ethyl hexanoatea,2559  32.9,115720,1092  2.99,879  6.12,861  13.5,679  2.38,714  3.38,421  1.36
15,,Hexyl acetate,21.2  0.02,9.13,9.2 0.057,6.94,10.5,1.39,0.779,0.297
16,,,, 0.049,, 0.105,0.136,0.205, 0.126, 0.027
17,10,Furfuryl ethyl ether,42.9,13.9,9.26,7.72,6 0.021,40.005,4.04,2.5  0.01
18,,,0.029,0.182,0.054,0.052,,,0.055,
19,11,Cyclopentanol,,,0.349,0.431,,0.67,0.987,1.2  0.021
20,,,,, 0.014, 0.026,, 0.038, 0.027,
21,12,Propyl hexanoate,20.7,11.6,13.2,10.9,14.1,4.87,6.01  0.12,
22,,,0.112,0.217, 0.084,0.105,0.162, 0.428,,
23,13,Ethyl lactate,115919.5,869  2.76,11513.68,151920.4,1543  33,186915.2,165546.7,15852.82
24,14,1-Hexanola,164  2.34,2061.55,2301.61,288  3.08,286  6.56,373  1.57,274  12.7,124  2.34
25,15,Ethyl 2-hydroxybutanoate,0.318,0.502,0.855,1.24,1.53,2.67  0.01,3.33,3.34
26,,,0.006,0.013, 0.01,0.005, 0.033,,0.008,0.024
27,16,Hexyl butanoate,17.2  0.24,7.91,11.2,5.67,12.2  0.09,5.55,10.9,1.03
28,,,,0.137,0.122,0.021,, 0.053,0.056,0.015
29,17,Propyl lactate,2.48,3.32,5.58,8.56,11.6,19.8,16.3,22.2  0.03
30,,,0.002, 0.056, 0.069,0.078,0.054, 0.076,0.111,
31,18,Ethyl octanoate,51.1,22.8  0.45,34.7,19.6,41.4,20.5,38.4,3.88
