,0,1,2,3,4,5,6,7,8,9,10,11
0,Elements,Certified value,,Certified value,ICP-MS,,,,ICP-OES,,,
1,,Antartic Krill,,Apple leaves,,,,,,,,
2,,MURST-ISS-A2,,SRM 1515,,,,,,,,
3,,,,,LODa,LOQa,XS.D.,xS.D.,LODa,LOQa,x S.D.,XS.D.
4,,,,,,,MURST-ISS-A2,SRM 1515,,,MURST-ISS-A2,SRM 1515
5,Al,23.6b  2.2,,286  9,3,9,131,238  14,1,2,13.30.5,233  6
6,As,5.02  0.44,,0.038  0.007,0.1,0.2,4.0  0.4,<LOD,0.05,0.2,4.1  0.2,<LOD
7,B,,-,272,0.3,0.8,111,302,,-,,
8,Ba,,,49  2,0.02,0.1,6.3  0.2,431,0.02,0.1,5.3  0.5,42.2 0.8
9,Be,,,,0.0002,0.0007,0.0010  0.0001,0.0192  0.0003,0.004,0.01,<LOD,0.031  0.003
10,Ca,14500b  400,,15300150,198,660,14600  84,17100  98,172,573,15000  680,15400480
11,Cd,0.73  0.08,,0.013  0.002,0.001,0.002,0.7  0.1,0.012  0.001,0.01,0.03,0.7  0.1,<LOD
12,Co,0.110 0.006,,0.09b,0.001,0.002,0.110.01,0.10  0.01,0.02,0.1,0.12 0.01,0.10 0.01
13,Cr,0.73  0.14,,0.3b,0.03,0.1,0.46  0.05,0.36  0.04,0.04,0.1,0.8  0.1,0.33  0.03
14,Cu,65.2  3.4,,5.64  0.24,0.2,0.5,63  1,5.6  0.3,0.1,0.2,72  8,61
15,Fe,56.6  2.8,,83  5,1,4,68  7,99.6  0.5,3,10,57  5,79  3
16,K,14800b300,,16100  200,3,10,15200  260,18800  320,33,110,14300 430,16000  460
17,Li,,-,,0.004,0.01,0.53  0.04,0.15  0.01,1,2,<LOD,<LOD
18,Mg,5100b200,,2710  80,1,5,494086,308053,2,7,4980  200,2610100
19,Mn,4.120.16,,543,0.02,0.05,5.0  0.5,59  1,0.04,0.1,3.9  0.2,56  2
20,Na,29400b  200,,24.4  1.2,3,9,29200 3000,29  3,3,9,25200  2600,20  2
21,Ni,1.28  0.13,,0.91  0.12,0.2,0.7,1.6  0.2,1.1  0.1,0.4,1,1.4  0.1,1.0  0.1
22,P,,,1590  110,4,13,10600100,131030,1,2,11200260,1630  16
23,Pb,1.11 0.11,,0.470  0.024,0.03,0.1,1.17  0.02,0.46  0.03,0.1,0.4,0.690.01,0.33  0.03
24,S,,-,1800b,200,700,,1940  42,22,75,,1780  28
25,Sb,,,0.013b,0.03,0.09,<LOD,<LOD,0.2,0.5,<LOD,<LOD
26,Se,7.370.91,,0.050 0.009,0.1,0.4,7.5  0.7,<LOD,0.5,2,9  1,<LOD
27,Si,,,,10,33,170  7,574  19,1,4,296  30,40044
28,Sn,0.22b  0.01,,<0.2,0.04,0.1,0.26  0.03,0.10  0.01,0.1,0.2,0.27  0.03,<LOD
29,Sr,242b  11,,252,0.04,0.1,2012,27.8  0.2,0.1,0.3,186  2,21.2  0.2
30,Ti,-,-,-,0.03,0.09,1.3  0.1,131,0.03,0.1,1.2  0.1,101
31,T1,,-,-,0.0002,0.0008,0.010  0.001,0.0109 0.0001,0.3,1,<LOD,<LOD
32,U,,,0.006b,0.0002,0.0005,0.052  0.005,0.0060  0.0003,0.3,,<LOD,<LOD
33,,,,,,,,,,,,
34,V,1.21b0.06,,0.26  0.03,0.01,0.03,1.1  0.1,0.31  0.03,0.01,0.04,0.9  0.1,0.19  0.02
35,Zn,66.0  3.1,,12.5  0.3,2,6,43 4,101,3,9,601,10.9  0.2
