,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,Hg,,,,cd,,,,Pb,,,
1,,Children,Teenagers,Adults,Elders,Children,Teenagers,Adults,Elders,Children,Teenagers,Adults,Elders
2,BW,0.98,0.63,0.42,0.35,0.42,0.21,0.14,0.14,0.63,0.35,0.21,0.21
3,EH,0.91,0.56,0.35,0.28,0.42,0.21,0.14,0.14,0.91,0.56,0.35,0.28
4,AM,1.19,0.70,0.49,0.42,0.28,0.21,0.14,0.07,0.98,0.56,0.42,0.35
5,EP,0.42,0.28,0.14,0.14,0.21,0.14,0.07,0.07,0.63,0.35,0.21,0.21
6,EA,0.28,0.21,0.14,0.07,0.28,0.21,0.14,0.14,0.42,0.21,0.14,0.14
7,GS,1.19,0.70,0.49,0.42,0.42,0.21,0.14,0.14,0.77,0.49,0.35,0.28
8,ABT,4.69,2.73,1.89,1.61,1.33,0.77,0.49,0.42,1.12,0.63,0.42,0.35
9,S,5.88,3.43,2.38,2.03,1.68,0.98,0.70,0.56,1.26,0.77,0.49,0.42
10,RM,1.68,0.98,0.70,0.56,0.49,0.28,0.21,0.14,0.91,0.56,0.35,0.28
11,Ss,1.05,0.77,0.49,0.42,0.21,0.14,0.07,0.07,0.77,0.49,0.35,0.28
12,BR,1.96,1.19,0.77,0.70,0.28,0.21,0.14,0.07,0.42,0.21,0.14,0.14
13,MSR,2.38,1.40,0.98,0.84,0.42,0.21,0.14,0.14,1.19,0.70,0.49,0.42
14,TR,2.31,1.33,0.91,0.77,0.28,0.21,0.14,0.07,1.47,0.91,0.63,0.49
15,FSM,2.10,1.26,0.84,0.70,0.42,0.21,0.14,0.14,0.70,1.47,0.28,0.21
16,M,2.17,1.26,0.91,0.77,0.07,0.07,0.07,0.04,0.42,0.49,0.14,0.14
17,BA,2.31,1.33,0.91,0.77,0.14,0.07,0.07,0.07,0.77,0.49,0.35,0.28
