,0,1,2,3,4,5,6,7,8,9
0,,,Day1n=6,,Day 2 (n=6),,Day 3(n=6,,Inter-day(n=18,
1,Targeted compounds,CN g kg.1,,,,,,,,
2,,,Rapp (%),RSDr (%),Rapp (%),RSDr (%),Rapp(%),RSDr (%),Rapp (%),RSDR (%)
3,Echi,0.5,99.1,2.8,98.5,8.1,93.8,12.8,97.1,8.6
4,,5,70.0,4.5,75.8,5.9,75.5,9.8,73.7,7.5
5,,50,106.2,7.6,104.7,5.2,100.6,7.0,103.8,7.2
6,Echi-NO,0.5,106.2,9.4,104.7,10.3,100.6,13.8,103.8,8.8
7,,5,89.3,13.6,101.9,11.2,93.8,13.8,95.0,13.3
8,,50,91.0,8.6,90.4,9.8,99.2,2.8,95.0,8.1
9,Helio,0.5,91.0,3.5,90.3,4.1,92.5,6.2,91.3,4.6
10,,5,101.5,1.5,101.2,1.7,97.1,4.0,99.9,3.2
11,,50,101.4,6.7,99.5,3.6,99.9,6.8,100.8,5.6
12,Helio-NO,0.5,96.4,4.7,99.5,3.0,85.8,5.6,96.7,7.7
13,,5,97.0,2.7,99.7,7.8,93.4,6.8,96.7,6.4
14,,50,105.4,0.8,91.6,3.1,91.8,5.4,96.2,7.7
15,Indi-NO,0.5,99.1,5.3,95.9,3.7,93.6,7.3,96.2,5.8
16,,5,96.4,2.8,100.0,2.6,96.5,5.9,97.6,4.2
17,,50,105.6,3.5,104.5,4.4,98.2,5.9,102.8,5.4
18,Inter,0.5,102.0,3.6,94.6,3.6,92.2,3.6,96.2,5.6
19,,5,89.1,1.9,101.9,1.6,99.0,1.5,96.6,6.0
20,,50,100.0,1.9,99.5,3.1,102.5,3.4,95.2,3.5
21,Jaco,0.5,91.8,6.8,91.4,7.1,102.5,6.2,95.2,8.4
22,,5,99.0,3.0,98.3,3.4,96.5,5.4,98.0,4.0
23,,50,100.1,4.8,101.6,1.9,101.1,6.9,101.0,4.7
24,Jaco-NO,0.5,108.1,10.6,99.1,10.6,94.4,7.7,100.5,10.6
25,,5,93.9,10.6,94.2,1.8,96.1,11.6,99.3,10.5
26,,50,88.6,3.9,94.2,13.1,96.2,11.4,93.0,10.5
27,Lyco,0.5,94.5,2.5,99.6,5.4,94.9,9.4,96.4,6.5
28,,5,97.5,12.5,102.0,0.8,100.6,8.4,100.0,8.3
29,,50,87.4,13.4,91.8,14.7,93.5,13.1,90.9,13.3
30,Lyco-NO,0.5,95.0,8.8,102.9,2.6,84.1,5.0,94.0,10.1
31,,5,94.3,4.7,104.5,8.6,85.6,13.9,94.8,12.1
32,,50,103.4,6.2,90.9,11.0,105.6,13.4,100.1,11.3
33,Retro,0.5,97.0,2.3,97.9,9.7,105.6,5.8.,100.1,7.4
34,,5,97.7,3.8,99.3,2.9,64.5,6.1,97.2,4.7
35,,50,97.6,6.6,104.2,2.2,103.5,8.4,101.8,6.6
36,Retro-NO,0.5,101.6,7.9,106.0,8.3,102.0,7.1,103.2,8.4
37,,5,92.9,6.2,109.2,8.3,92.1,9.2,98.1,11.2
38,,50,98.2,9.4,86.0,5.7,95.0,7.5,93.0,9.3
39,Senec,0.5,94.3,4.4,99.4,1.7,93.2,5.6,95.6,4.9
40,,5,95.3,4.7,101.1,4.2,97.1,7.0,97.9,5.2
41,,50,106.2,2.4,102.9,6.7,100.4,3.2,101.9,3.3
42,Senec-NO,0.5,106.2,6.2,97.7,6.7,101.9,6.5,101.9,7.0
43,,5,101.0,11.1,104.7,4.7,100.7,10.0,102.1,8.6
44,,50,104.2,10.2,84.4,6.8,103.3,8.2,97.3,12.7
45,Senep,0.5,90.5,6.1,92.3,4.4,90.4,4.5,91.0,4.8
46,Senep,5,99.4,1.9,99.8,1.9,94.4,8.0,97.9,5.2
47,,50,107.6,4.3,102.8,3.8,101.3,7.3,103.9,5.8
48,Senep-NO,5,97.1,6.7,106.8,3.8,99.9,4.5,101.3,6.9
49,,5,94.4,6.7,100.2,11.0,104.4,4.5,93.7,7.8
50,,50,91.0,9.6,93.8,6.9,89.6,4.5,91.4,9.3
51,Senki,0.5,91.0,5.5,93.8,6.9,89.6,4.8,91.4,5.8
52,,5,92.2,4.4,104.4,2.7,102.4,3.8,101.1,6.5
53,,50,101.8,1.2,101.6,4.6,99.9,3.8,101.1,3.4
