,0,1,2,3,4,5,6,7
0,Compound,Apr,Jun,Jul,Dec,Jan,Mar,CV
1,Carotenoids,,,,,,,
2,Lycopene,8100140 b,10818+78 d,7061+271 a,10192233c,8202+427 b,11969218 e,20.1
3,-Carotene,95024 c,106333d,51930 a,843127bc,62335 a,820+19 b,25.2
4,Phytoene,73310 c,60813 b,3677a,121519 d,123156 de,128441 e,42.8
5,Phytofluene,38617 b,4124 b,3008a,5255 c,56325 d,84623 e,38.1
6,Lutein,17+2a,,25+4b,143a,166a,202 ab,55.0
7,Neurosporene,291 a,365a,*,322a,358a,453b,52.4
8,y-Carotene,352c,384c,112a,234 b,153a,242 b,43.9
9,"Lycopene 1,2-epoxide",13415 c,1339 c,718a,91+18 ab,9121 ab,1109 bc,24.1
10,Total carotenoids,10384190 b,13108+116d,8353315 a,12935+400c,10775550 b,15119+340 e,20.4
11,-Tocopherol,110020 e,116010 f,80010 c,4010 a,100020 d,10010 b,71.9
