,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Zn,0.0001,0.0168,,BDL,0.139,,0.0535,0.0311,0.135,0.0385,0.002,0.14,0.263
1,St,0.0001,0.0022,,0.0054,0.0119,0.0039,0.0039,0.0024,0.098,0.0248,0.0063,0.0087,0.0676
2,Y,0.00006,0.00006,,0.002,0.00047,,0.00008,BDL,0.00021,0.0006,0.00006,0.0015,0.0006
3,Mo,0.0006,BDL,,0.002,BDL,BDL,BDL,BDL,0.0038,0.0006,BDL,0.0015,0.0006
4,Ba,0.007,BDL,,BDL,0.007,BDL,BDL,BDL,0.077,0.028,BDL,BDL,0.08
5,Hg,0.0001,BDL,,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL
6,Pb,0.000007,0.00055,,0.0006,,,0.000783,0.000712,0.00291,0.00144,0.00237,0.000792,0.00568
7,U,0.000007,0.000025,,0.000027,0.000188,,0.000026,0.000027,0.000159,0.000038,0.000028,0.000184,0.000309
8,,0.04,0.68,,0.69,0.76,0.57,0.57,0.64,1.80,286,0.54,1.81,1.56
9,,0.007,0.82,,0.097,1.33,1.02,1.02,0.242,3.16,0.64,0.75,2.23,3.15
10,,0.007,0.13,,0.097,0.672,,0.208,0.242,14.4,2.34,7.26,0.085,20.2
11,Si,0.01,0.43,,0.24,0.05,0.11,0.11,0.11,0.27,0.08,0.14,0.65,0.11
12,Ti,0.0007,BDL,,0.0205,0.0187,0.0127,0.0127,0.0129,0.0138,0.0164,0.0181,BDL,0.0192
13,As,0.0006,BDL,,0.0363,BDL,0.0449,0.0449,BDL,0.0537,BDL,0.0203,0.146,BDL
14,Sc,0.00008,0.0001,,BDL,0.0004,BDL,BDL,BDL,0.00008,BDL,BDL,0.00028,0.00009
15,Element,Types,Walnut,Coconut,,Pumpkin,oil,Mustard,Hemp.,Soyabean,Palm,,Canola,butter
16,,,oil,oil,,seed oil,oil,,seed oil,oil,oil,,oil,butter
17,,Location,California,France,,"Solvenia, Gea",UK,,France,Canada,Africa,Malyasia,Unknown,France
18,, Sample no.,27WA,36CV,,37PS,38MU,38MU,39CH,28VS,44PA,45PA,18CA,40BUTT
19,,Grade,,,,,,,,,,,,
20,,limit,(mg/kg),(mg/kg),,(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg)
21,,(mg/kg),,,,,,,,,,,,
22,Ca,0.7,12.5,BDL,,18.2,BDL,BDL,BDL,BDL,2330,BDL,BDL,BDL
23,K,0.1,BDL,11.6,,33.8,BDL,BDL,BDL,BDL,14.7,BDL,BDL,BDL
24,Na,0.07,4.35,1.98,,42.6,1.9,1.9,2.51,0.84,249,11.2,1.49,1.01
25,Mn,0.3,0.221,BDL,,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.407
26,Al,0.007,0.0027,0.571,,0.235,0.203,0.203,0.0002,0.188,0.0156,1.19,0.301,0.407
27,V,0.0001,0.0027,0.004,,0.0007,0.0009,0.0009,0.0038,0.0001,0.0156,0.0004,0.0001,0.0005
28,Cr,0.0001,0.0092,0.004,,0.008,0.0067,0.0067,0.0038,0.0021,0.062,0.0206,0.0023,0.0031
29,Fe,0.0007,0.223,0.103,,2.94,0.179,0.179,BDL,0.0321,3.87,0.178,0.0531,0.14
30,Co,0.00007,0.00015,0.0002,,0.0001,BDL,0.00007,BDL,BDL,0.00545,0.00013,0.00011,0.00009
31,Ni,0.001,0.002,0.005,,BDL,BDL,BDL,BDL,BDL,0.207,0.005,0.002,0.002
32,Cu,0.0001,0.0105,0.0066,,0.101,0.003,0.003,0.0098,0.0194,0.457,0.0151,0.0021,0.0088
33,Zn,0.0001,0.0016,0.0287,,0.0252,BDL,,0.0928,0.0603,89.2,0.0087,0.0397,0.0355
34,Rb,0.0001,0.0016,0.0081,,0.0252,BDL,BDL,BDL,BDL,0.046,0.0087,BDL,BDL
35,Sr,0.00006,0.00028,0.0081,,0.00127,0.024,0.024,0.0195,0.0029,3.22,0.0149,0.0038,0.0062
36,Y,0.0006,0.0006,0.0006,,0.0018,0.00013,0.00013,0.00019,BDL,0.0048,0.0006,0.0006,0.00009
37,Mo,0.0006,0.089,0.0006,,0.0018,0.0012,0.0012,BDL,BDL,0.0048,0.0006,0.0006,BDL
38,Ba,0.0001,0.089,0.046,,0.045,0.009,0.009,0.014,BDL,0.626,0.009,BDL,BDL
39,Pb,0.000007,0.0054,0.00171,,0.002,0.00156,0.00156,0.00307,0.000739,0.0284,0.00675,0.000913,0.000822
40,U,0.000007,0.000065,0.000047,0.000047,5.87,0.000014,0.000014,0.000038,0.000013,0.0284,4.45,0.000027,1.98
41,s,0.04,3.44,1.38,,5.87,0.56,184,1.1,0.32,70.3,4.45,2.12,1.98
42,P,0.007,23.1,30.4,,152,6.22,6.22,4.72,0.666,19.8,2.97,0.148,3.35
43,Si,0.01,0.15,0.23,,0.26,0.46,0.46,0.36,0.09,3.23,0.51,0.36,0.0201
44,Ti,0.0007,0.0145,0.012,,0.0168,0.0147,0.0147,0.0122,0.0164,0.0465,0.018,0.019,0.0201
