,0,1,2,3,4,5,6,7,8,9,10
0,Total energy and nutrients,Baby,Baby,Baby,Baby,Baby,Baby,Follow-on,Follow-on,Follow-on,UHT cow's milk
1,,biscuit 1,biscuit 2,biscuit 3,biscuit 4,biscuit 5,biscuit 6,milk 1,milk 2,milk 3,(3 % fat)
2,,(100 g),(100 g),(100 g),(100 g),100 g,(100g),(100 mL),(100 mL),(100 mL),(100 mL)
3,Total energy (kJ/kcal),1904/452,1869.2/445,1864/443,1874/446,1835/437,1820/433,280/67,270/64,288/69,240/57
4,Total fat (g),13.6,14.2,14,15,15,13.2,3,2.9,3.1,3
5,Saturated fat (g),5.8,8,7.5,6.9,7.3,6.9,1.8,1.5,1.8,1.9
6,Carbohydrates (g),74.3,70.3,73.6,72,64,70.5,8,7.5,8.5,4.6
7,Sugars (g),19,18.5,26.4,23,21,18.5,7.4,4.9,8.5,4.6
8,Dietary fibre (g),1.7,6.1,2,2.8,3.0,3.9,0.6,,,
9,Protein (g),7.3,5.9,4.7,5.4,11,5.9,2.3,2.1,1.7,3
10,Vitamins,,0.3,0.4,1.1,0.8,,,,,
11,Vitamin A (g),375,400,400,400,400,446,60,81,63.48,
12,Vitamin E (mg),7.5,10,8,10,8,10.5,1.5,1.74,1.73,
13,Vitamin E (mg),2.7,4,5.5,3,3,5.3,1.1,0.33,1.93,
14,Vitamin C (mg),25,32,50,30,30,47,8,16,8,-
15,Vitamin B2 (mg),0.6,0.5,0.5,0.5,0.5,0.8,0.075,0.14,0.117,-
16,Vitamin B2 (mg),0.6,0.8,7.5,0.8,1,0.73,0.120,0.16,0.158,
17,"Niacin (mg, NE)",8.5,9,0.8,9,10,12.2,0.755,0.98,0.66,-
18,Pantothenic acid (mg),3,5,4,2,3,4,0.3,0.26,0.83,
19,Vitamin B6 (mg),0.6,0.7,0.8,0.7,0.5,0.85,0.105,0.114,0.067,
20,Folic acid (g),70,50,40,100,90,32.5,15,20,21.6,
21,Vitamin B12 (g),0.5,0.7,0.5,0.7,0.7,0.48,0.135,0.13,0.21,
22,Calcium (mg),,,,300,300,,,,,
23,Calcium (mg),250,415,-,300,300,286,85,91,65.6,120
24,Iron (mg),6,10,6.1,4,4,8.6,0.63,1.2,0.55,-
25, Magnesium (mg),150,-,6.1,,-,,60,58.6,39.7,
26, Magnesium (mg),18,150,60,45,55,65,9.4,8.6,6.9,
27,Iodine (g),50,50,50,49,50,60.2,10.5,14,15.2,-
28,Sodium (mg),114,-,-,0.4,0.3,-,40,34.7,-,
29,Potassium (mg),-,90,-,90,150,,105,104,82.8,
