,0,1,2,3,4,5,6,7,8
0,Metal Ion,Preconcentration method,Preconcentration method,,,Direct aspiration,,,Enrichment
1,,,,,,,,,factor
2,,Sample,Detection,Working,Calibration equation,Detection,Calibration equation,Working,
3,,volume(mL),limit (gl-1),range(gL-,,limit(gL-1,,range (gL-1),
4,Cu,10,0.35,2-8,A=4.110-3C+2.810-3,8.59,A=1.8410-4C-1.0210-5,50-150,22.3
5,Cd,10,0.14,1-4,A=1.08  10-2C+2.0  10-4,4.03,A=3.9210-4C-2.010-4,50-200,27.6
6,Mn,10,0.26,1.56.0,A=5.9310-3C-2.010-4,15.3,A=2.410-4c-5.410-4,50-200,24.7
7,Co,10,0.70,520,A=2.210-3C+6.010-4,15.3,A=9.510-5c-1.610-4,100-400,23.2
8,Pb,10,2.92,20-80,A=5.310-4C+2.010-4,71.9,A=2.210-5C,500-2000,24.1
9,Ni,10,0.72,520,A=1.9810-C,13.3,A=9.810-5c-5.510-4,100-500,20.2
