,0,1,2,3,4,5,6,7,8,9
0,Hydroxycinnamic acid,Retention,Strawberry,Raspberry,Blueberry,Cranberry,Blackcurrant,Sour,Black,Purple
1,,time (min),,,,,,cherry,grape,carrot
2,Neochlorogenic acid (3-caffeoylquinic,4.2,,,,,,XX,,
3,Caffeoyl tartaricCaftaric acid,4.6,,,,,,,XX,
4,Coumaroyl tartaric (Coutaric acid,5.4,,,,,,,XX,
5,Coumaroyl quinic,6.6,,,,,,XX,,
6,Chlorogenic acid (5-caffeoylquinic),7.6,x,,XX,x,,x,,x
7,Coumaroyl glucoside,8.2,XX,X,x,x,x,,XX,
8,Caffeic acid,10.5,x,XX,XX,XX,X,,x,XX
9,Feruloyl glucoside,13.3,,,,x,,,,
10,p-Coumaric acid,18.5,,,,,,,x,
11,Ferulic acid,24.0,,,x,X,,x,,XX
12,Synapic acid,26.4,,,x,,,,,x
