,0,1
0,Cod 727,Extraction 49
1,Cognac 28,Extrusion 379
2,Composition 800,
3,Conjugated linoleic acids 704,F
4,Content 800,
5,Continuing Survey of Food Intake by Individuals (CSFII) S7,Factor analysis 217
6,Copper S53,FAO 477
7,Cordyceps sinensis 800,Farmed 720
8,Coregonus lavaretus 737,Fat 302
9,Correct anamorphic isolate of C. sinensis 800,"Fatty acid composition 681,711,720"
10,Corylus avellana L. 681,Fatty acid distribution 330
11,Cow milk 704,"Fatty acid profile 127,792"
12,Cow milk fat 698,"Fatty acids 176,212,294,461, 606, 620, 676,715"
13,COX-2 405,FBDG 217
14,Cruciferous vegetable 473,FCDB 217
15,Crude protein 212,Fermentation 294
16,Cucurbita 606,Fertilisers 20
17,Cultivar 1,"Ferulic acid 205,771"
18,Curcuma longa 446,FIA 225
19,Curcumin 446,Fifteen varieties 205
20,Cyanide 556,"Flavanones S66,S74,157"
21,Cyanogenesis 556,"Flavonoids 157,396"
22,"Cyanogens 354, 556",Flavonols 396
23,Cyclooxygenase inhibitory activity 778,Flow-injection analysis 466
24,,Fluoride S45
25,D,Folic acid 182
26,,Folin-Ciocalteu assay 771
27,Dairy 67,Food 518
28,Damnacanthal 645,Food and Nutrient Database for Dietary Studies (FNDDS) S7
29,Data composition tables 747,Food and nutrient database S100
30,Data improvements S7,Food and nutrient intakes S86
31,"Database S66,S74,231",Food composition data S7
32,Database management S81,Food composition database 217
33,Default values 453,"Food composition S4, S81,231, 518"
34,Dene 495,Food composition table S22
35,Dental caries S45,Food constituent identification 813
36,DFE S91,Food consumption surveys S100
37,Dietary analysis 495,Food folate 182
38,Dietary fiber 302,Food intake S100
39,Dietary intake S31,Food portion weights S100
40,Dietary Reference Intakes S91,Food security S22
41,Dietary studies S100,Food uses 188
42,Dietary substances 241,Food-based dietary guidelines 217
43,Dietary supplement composition S108,Fooddrug interactions S58
44,Dietary supplement ingredient database S108,Foods/dishes S31
45,Dietary supplement labels S108,FRAP 572
46,"Dietary supplements S108, 405, 453","Free radical scavenging 364, 507"
47,Digital photo database S14,"Free radical scavenging activity 118, 446"
48,Dill 134,Freeze-thaw 384
49,Dioscorea 524,Fruit seed oils 150
50,DL--tocopherol 167,"Fruits 196, 484, 664"
51,DL-y-tocopherol 167,Frying 562
52,Domestic cooking 524,Fufu 354
53,DPPH 838,Fulani 704
54,DSID S108,Fumigation 83
55,,Functional foods S4
56,E,Fungi 800
57,"Earth-oven 302, 311",G
58,Edible commercial oils 150,
59,Effect of cooking 340,ug DFE 182
60,Emblica officinalis 446,Gac 664
61,Essential amino acids 284,Gadiform 727
62,Essential oil 538,Gallic acid 446
63,Estrone 150,Gari 354
64,Ethyl acetate and methanol extracts 778,Gas chromatography-mass spectrometry 822
65,Ethylene Chlorohydrin 83,GC 620
66,Ethylene Oxide 83,GC-MS 49
