,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,,,,Peaches l mo),,,Pears 1 mo),,,Pineapple,,,
1,,,,,,,,,,1 Mo,12Mo,,1Mo,,12Mo
2,,,,Solid,,Liquid,,Solid,Liquid,Solid,Solid,,Liquid,,Liquid
3,utral,HS H,HS H,0.69(0.10)+,0,0,b,1.440.15+,0.05(0.01)B,1.250.11C+,1.090.09A+,0,,,0.030.0
4,detergent,,,0.790.11+,0.010.01b,0.010.01b,0.010.01b,1.44(0.02)+,0.090.02A,1.10(0.10c+,0.910.11B+,0,,,0.01(0
5,fiber,J,H,0.740.08+,0.03(0.02a,0.03(0.02a,0.03(0.02a,1.540.06+,0.03(0.02B,1.420.11c+,1.090.06A+,0.06(0.03),0.06(0.03),,0.06(0.04
6,,,5,D.730.01+,0.020.01a,0.020.01a,0.020.01a,1.410.06+,0.060.01B,1.320.05C+,1.090.07A+,0.060),0.060),,0.05(0.03
7,luble,HS H,HS H,0.24(0.09),0.09(0.04)a,0.09(0.04)a,0.09(0.04)a,0.410.02+,0.140.07b,0.070.05,0.10(0.04),0.02(0.03),0.02(0.03),,0.05(0.06
8,fiber,,S,0.33(0.09+,0,,b,0.33(0.03),0.23(0.05a,0.020.02,0.06(0.06),0.03(0.04),0.03(0.04),0,0.15(0.06
9,,J,H,0.33(0.15,,0.180.13a,,0.50.04,0.29(0.05)a,0.050.05,0.07(0.06),0,,0,
10,,,S,0.27(0.10+,0,0,b,0.31(0.13),0.29(0.04)a,0.06(0.05,0.010.02,0.05(0.02),0.05(0.02),0,0
