,0,1,2,3
0,,,Calcium,
1,Age group,plen,mg/d,S.E.
2,0-6 months,204,524,18.9
3,7-11 months,139,644,26.4
4,1-3 years,1908,700,7.5
5,4-8 years,1711,728,7.4
6,Male:9-13years,574,902,16.9
7,Male14-18 years,474,1029,25.1
8,Male:19-30 years,920,881,17.1
9,Male31-50 years,1805,793,10.7
10,Male:51-70 years,1680,681,9.0
11,Male:Over 70 years,722,622,11.5
12,Female:9-13 years,586,739,14.2
13,Female:14-18 years,455,649,17.1
14,Female:19-30 years,880,612,11.2
15,Female:31-50 years,1733,562,7.4
16,Female:51-70 years,1605,512,6.6
17,Female:over 70 years,669,493,9.9
18,Female: pregnant,81,842,48.5
19,Female:lactating,44,852,54.1
20,Total-(P/L,15941,684,3.0
21,Total,16065,685,3.0
