,0,1,2,3,4,5,6,7,8,9
0,Compound (mg/L),T(P),,T(B),,T(Rd),,T(Rg),,T(V)
1,,1997,1998,1997,1998,1997,1998,1997,1998,1997
2,Esters,,,,,,,,,
3,Isoamil acetate,1.49,0.35,0.88,0.61,0.30,0.63,0.08,0.26,0.21
4,Hexyl acetate,0.03,0.02,0.04,0.06,nd,0.02,0.01,0.04,nd
5,2-Phenyl ethyl acetate,1.58,0.14,0.18,0.41,0.12,0.25,0.15,0.23,0.02
6,Ethyl hexanoate,0.09,0.11,0.12,0.13,0.06,0.07,0.04,0.11,0.07
7,Ethyl octanoate,0.02,0.06,0.04,0.06,0.01,0.02,0.04,0.05,0.02
8,Ethyl decanoate,nd,nd,nd,0.01,nd,0.01,Nd,nd,nd
9,Isoamyl lactate,0.05,nd,0.08,nd,0.06,nd,0.11,nd,0.08
10,Dietil succinate,1.58,5.69,1.79,6.15,1.16,3.93,2.26,3.96,0.80
11,Ethyl piruvate,0.04,nd,0.06,nd,0.03,nd,0.03,nd,nd
12,Ethyl-3-hydroxy-butyrate,0.38,0.14,0.40,0.32,0.37,0.31,0.54,0.39,0.08
13,Ethyl-4-hydroxy-butyrate,7.60,2.72,4.57,0.14,3.61,7.21,2.63,3.73,1.78
14,Diethyl malate,0.16,0.07,0.14,0.14,0.21,0.18,0.19,0.08,0.15
15,Monoethyl-2-hydroxy-glutarate,1.30,0.37,0.57,0.33,0.62,0.36,1.01,0.38,0.59
16,Diethyl-2-hydroxy-glutarate,1.16,0.14,0.59,0.09,0.68,0.07,0.74,0.08,0.24
17,Total,15.48,9.81,9.46,14.69,7.23,13.06,7.83,9.31,4.04
18,Acids,,,,,,,,,
19,Butyric,0.47,0.13,0.16,0.08,0.20,0.08,0.28,0.11,0.03
20,Isobutyric,0.39,0.26,0.44,0.62,0.40,0.51,0.40,0.48,0.44
21,Isovaleric,2.93,0.64,2.03,1.17,1.02,1.01,1.22,0.95,0.41
22,Hexanoic,1.07,1.28,1.49,1.75,1.29,1.06,1.82,1.48,1.12
23,Octanoic,1.09,1.04,1.69,1.39,1.97,1.15,2.94,1.16,0.91
24,Decanoic,0.15,0.04,0.18,0.05,0.37,0.09,0.38,0.14,0.10
25,9-Dodecanoic,0.05,0.02,0.03,0.08,0.06,0.06,0.06,0.05,0.10
26,Monoethyl succinic,83.66,38.50,41.53,60.85,43.15,58.23,36.86,24.55,20.35
27,Total,89.81,41.91,47.55,65.99,48.46,62.19,43.96,28.92,23.46
28,Phenols,,,,,,,,,
29,4-Vinyl guaiacol,nd,nd,0.05,nd,0.12,nd,0.06,nd,0.01
30,Lactones,,,,,,,,,
31,y-Butirolactone,6.60,2.61,3.03,3.27,3.93,4.00,3.17,2.70,11.51
32,Aldehydes,,,,,,,,,
33,Acetoine,8.31,6.36,6.49,9.64,8.99,4.93,3.71,5.35,0.31
34,Total,248.32,104.90,229.92,209.71,190.37,195.18,180.17,121.70,76.90
