,0,1,2,3,4,5,6,7,8,9,10,11,12
0,g/g,,,,,,,,,,,,
1,,,7-Campestenyl,7-Campestenyl,,Campesteryl,,Campestanyl,,Sitostanyl,,Total,
2,Ancient wheat,Ancient wheat,,,,,,,,,,,
3,GRd2,,3.68  0.13,3.68  0.13,,0.500.03,,20.80 1.16,,12.64  1.23,12.64  1.23,37.62 2.55,37.62 2.55
4,VRd2,,5.91  0.26,5.91  0.26,,0.82  0.01,,31.50  2.25,,19.74  0.96,19.74  0.96,57.97  3.48,57.97  3.48
5,FRd2,,5.270.31,5.270.31,,0.32  0.06,,23.91  0.01,,14.02 0.92,14.02 0.92,43.521.30,43.521.30
6,BNd2,,4.96  0.34,4.96  0.34,,0.550.01,,21.49  0.63,,14.67  0.28,14.67  0.28,41.67  1.26,41.67  1.26
7,ILd1,,6.50  0.92,6.50  0.92,,2.70  0.01,,27.53  0.12,,22.15  0.02,22.15  0.02,58.36  1.73,58.36  1.73
8,ADd2,,4.59  0.11,4.59  0.11,,1.01  0.02,,27.53  0.12,,20.68  1.36,20.68  1.36,53.81  1.61,53.81  1.61
9,SVd1,,7.11  0.75,7.11  0.75,,0.80  0.04,,32.11  2.25,,22.31  0.84,22.31  0.84,62.33  3.88,62.33  3.88
10,GBd2,,5.84  0.23,5.84  0.23,,0.930.03,,31.59  0.36,,22.80  1.12,22.80  1.12,61.161.74,61.161.74
11,Modern wheat,Modern wheat,,,,,,,,,,,
12,COd1,,5.52 0.17,5.52 0.17,,1.04  0.21,,23.31  0.21,,18.67  1.29,18.67  1.29,48.47  1.88,48.47  1.88
13,BOd2,,4.070.12,4.070.12,,1.23  0.34,,19.22  0.07,,15.401.39,15.401.39,39.92  1.92,39.92  1.92
14,b),,,,,,,,,,,,
15,,,g/g,,,,,,,,,,
16,,,7-Campestenyl,7-Campestenyl,,Campesteryl,,Sitosteryl+,, Sitostanyl,,Total,
17,,,,,,,,Campestanyl,,,,,
18,Ancient wheat,Ancient wheat,,,,,,,,,,,
19,CAR1,,1.850.03,1.850.03,,0.41  0.06,,10.97  0.01,,8.44  0.06,8.44  0.06,21.67  0.16,21.67  0.16
20,CAR2,,1.71 0.06,1.71 0.06,,0.400.01,,10.43  0.36,,7.65  0.28,7.65  0.28,20.19  0.71,20.19  0.71
21,RUS,,6.52  0.42,6.52  0.42,,2.50  0.01,,24.62  1.23,,20.50  0.34,20.50  0.34,54.14  2.00,54.14  2.00
22,IA1,,10.46  0.85,10.46  0.85,,0.75  0.02,,17.34  0.85,,8.59  0.01,8.59  0.01,37.14  1.73,37.14  1.73
23,IA2,,3.23  0.26,3.23  0.26,,0.29  0.01,,8.93  0.21,,5.50  0.01,5.50  0.01,17.95 0.49,17.95 0.49
24,AN,,6.27  1.01,6.27  1.01,,0.81  0.02,,18.96  0.69,,12.21  0.35,12.21  0.35,38.25  2.07,38.25  2.07
25,SR,,1.010.01,1.010.01,,0.10  0.01,,8.91  0.02,,4.52  0.01,4.52  0.01,14.54 0.05,14.54 0.05
26,CA,,1.17  0.01,1.17  0.01,,0.31  0.01,,11.78  0.04,,6.37  0.01,6.37  0.01,19.63  0.07,19.63  0.07
27,Modern wheat,Modern wheat,,,,,,,,,,,
28,AM,,3.51  0.03,3.51  0.03,,1.52  0.03,,15.74  0.06,,9.71  0.24,9.71  0.24,30.48  0.36,30.48  0.36
29,AU,,3.22  0.04,3.22  0.04,,1.32  0.02,,11.81 0.03,,7.33  0.78,7.33  0.78,23.68  0.87,23.68  0.87
30,BOR,,4.44  0.52,4.44  0.52,,0.61  0.01,,30.59  0.18,,20.96  1.14,20.96  1.14,56.60 1.85,56.60 1.85
31,c),,,,,,,,,,,,
32,,,,,,,g/g,,,,,,
33,,7-,Stigmasteryl Cycloartenyl,Stigmasteryl Cycloartenyl,Methylencycloartanyl,Methylencycloartanyl,7-,Campesteryl Sitostenyl Sitosteryl Campestanyl Sitostanyl,,Campesteryl Sitostenyl Sitosteryl Campestanyl Sitostanyl,Campesteryl Sitostenyl Sitosteryl Campestanyl Sitostanyl,Campesteryl Sitostenyl Sitosteryl Campestanyl Sitostanyl,Total
34,,Stigmastenyl,,,,,Campestenyl,,,,,,
35,Rice,2.710.01,2.900.05,27.26  0.29,26.180.65,26.180.65,12.34 0.07,4.260.01,nd,6.41 ,4.83 0.02,2.23 ,89.12
36,,,,,,,,,,0.02,,0.01,1.13
37,,7-,Stigmasteryl Caffeoyl,Stigmasteryl Caffeoyl,Methylencycloartanyl7-,Methylencycloartanyl7-,Methylencycloartanyl7-,5*s,Sitostenyl Sitosteryl+,Sitostenyl Sitosteryl+,,Sitostanyl,
38,,Stigmastenyl,,phytosterol,,,Campestenyl,,,Campestanyl,,,
39,FM,nd,4.21  0.01,12.62 0.03,nd,,nd,14.60  0.26,nd,34.46  0.78,,23.97 ,89.86
40,,,,,,,,,,,,0.65, 1.73
41,PM,nd,1.22 0.01,5.22  0.01,nd,,nd,2.52  0.01,nd,6.01  0.01,,1.83 ,16.80
42,,,,,,,,,,,,0.01, 0.05
43,,Caffeoyl,Stigmasteryl,Caffeoyl,,Methylencycloartanyl Campestenyl,Methylencycloartanyl Campestenyl,Campesteryl SitostenylSitosteryl,,Campesteryl SitostenylSitosteryl,Campestanyl Sitostanyl,Campestanyl Sitostanyl,
44,,phytosterol,,phytosterol,,,,,,,,,
45,Sorghum,1.54 0.01,nd,1.39  0.01,nd,,nd,2.01  0.01,nd,nd,nd,nd,6.80 
46,,,,,,,,,,0.01,,,0.04
47,,7-,Stigmasteryl Cycloartenyl,Stigmasteryl Cycloartenyl,Methylencycloartanyl7-,Methylencycloartanyl7-,Methylencycloartanyl7-,CampesterylSitostenylSitosteryl+,,CampesterylSitostenylSitosteryl+,,Sitostanyl,
48,,Stigmastenyl,,,,,Campestenyl,,,Campestanyl,,,
49,Spelt,nd,nd,nd,nd,,0.520.01,Nd,nd,2.730.01,,1.28 ,4.53 
50,,,,,,,,,,,,0.01,0.03
