,0,1,2,3,4
0,Non-thermal pre-treatment and processing conditions,Lentil variety,IC5o value,IC5o value,Reference
1,Elicitation8 h at 20 C with different solutions,Castellana,9.511.9 g mL-1,9.511.9 g mL-1,Penas et al.2015)
2,Soaking16 h and IVPD,NV,0.2 mg mL-1(before IVPD-ND),0.2 mg mL-1(before IVPD-ND),Jamdar et al.(2017)
3,Lentil was soaked for 2 h and steamed for 10 min at 100 C.,Meritt,230 g mL1 (before IVPD-ND),230 g mL1 (before IVPD-ND),Zhang et al.(2018)
4,"Germination24,48,& 72 h and IVPD",NV,"0.1 mg mL-3 at 24 h, 0.2 mg mL-1 at 48 h &",,Jamdar et al.2017
5,,,0.1 mg mL- at 72 h (before IVPD- ND),0.1 mg mL- at 72 h (before IVPD- ND),
6,5 days at 30 or 40C in dark,Red lentils,0.044 mg mLat 30C&0.034 mg mLat 40,,Mamilla and Mishra
7,,(NV),,C,(2017
8,FermentationLSF with NF and LP,Castellana,0.18 mg mL- for NF 0.20 mg mL-1 for LP,0.18 mg mL- for NF 0.20 mg mL-1 for LP,Torino et al.2013)
9,pH controlled fermentation with Savinase and LP at 37 C,Castellana,0.14 mg mL- at pH 8.5 for 15 h,0.14 mg mL- at pH 8.5 for 15 h,Bautista-Exposito et al.
10,,,,,(2018a)
11,Alkaline enzymatic hydrolysis (HS) with SavinaseAlkaline fermentation with LP,Castellana,0.18 mg mL-1 for HS 0.29 mg mL-1 for FLP,,Bautista-Exposito et al.
12,(FLP)Alkaline fermentation with LP and enzymatic hydrolysis (FLPS) with,,0.14 mg mL- for FLPS,0.14 mg mL- for FLPS,(2018)
13,Savinase,,,,
14,Pilot-scale production of fermented lentil using Savinase and LP,Castellana,0.14 mg mL- for 15 litre 0.40 mg mL- for 30,,Bautista-Exposito et al.
15,,,,litre,(2019)
16,HydrolysisLPC denatured at 95 Cfor 15 min; hydrolysis by Alcalase and,Green lentil,0.40.6 mg mL 1 for LPC,0.40.6 mg mL 1 for LPC,Rezvankhah et al.
17,Flavourzyme.,(NV),,,(2021)
18,High pressure processing300 MPa for 15 min treatment of LPC and IVGD study,Castellana,0.20 mg mL-1 before IVGD 0.27 mg mL-after,,Garcia-Mora et al.
19,,,IVGD,IVGD,(2015)
20,UltrafiltrationAlkaline extraction along with tryptic protein hydrolysis,Red lentil,440 mg mL-1 for LPI 476 mg mL-1 for LH,,Boye et al.2010
21,,(NV,509 mg mL-1 for AH539 g mL-1 for VH,509 mg mL-1 for AH539 g mL-1 for VH,
