,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Teas,Oolong,,,,,,Pu'er,,,,,
1,Flavan-3-ols,,,,,,,,,,,,
2,Catechin,17,21,10,0-70,11,"2,8",0,0,0,0,7,8
3,Epicatechin,259,101,240,120-450,13,"2,6,8",81,90,49,0-250,9,"6,8"
4,Epicatechin 3-gallate,707,298,690,170-1210,13,"2,6,8",40,54,10,0-120,9,"6,8"
5,Epigallocatechin,510,387,390,180-1640,13,"2,6,8",157,126,100,12-400,9,"6,8"
6,Epigallocatechin 3-gallate,3861 2031,3861 2031,4120,736-7110,13,"2,6,8",120,126,90,0-370,9,"6,8"
7,Gallocatechin,,,,,,,,,,,,
8,Gallocatechin 3-gallate,93,42,90,40-160,9,8,13,22,0,0-50,7,8
9,total catechins by sum of means,5447,,,,,,411,,,,,
10,Total catechinsa,6037 1812,6037 1812,5700,2100-8870,11,"2,8",493,298,510,140-940,7,8
11,Theaflavin,,,,,No data,,,,,,No data,
12,Theaflavin 3-gallate,,,,,No data,,,,,,No data,
13,Theaflavin 3'-gallate,,,,,No data,,,,,,No data,
14,"Theaflavin 3,3'-digallate",,,,,No data,,,,,,No data,
15,Total theaflavins by sum of means,,,,,,,,,,,,
16,Total theaflavins,,,,,No data,,,,,,No data,
17,The arubigins,,,,,No data,,,,,,No data,
18,Total flavan-3-ols,5447,,,,,,411,,,,,
19,Flavonols,,,,,,,,,,,,
20,Kaempferol,,,,90,1,15,,,,23,1,18
21,Myricetin,,,,49,1,15,,,,40,1,18
22,Quercetin,,,,130,1,15,,,,52,1,18
23,Total flavonols,269,,,,,,115,,,,,
24,Flavones,,,,,,,,,,,,
25,Apigenin,,,,109,1,19,,,,0,1,18
26,Luteolin,,,,9,1,19,,,,3,1,18
27,Total flavones,119,,,,,,5,,,,,
28,Total Flavonoids,5834,,,,,,531,,,,,
