,0,1,2,3,4,5,6,7,8
0,Daily Value (mg),Ca,Mg,Kb,Nab,Cu,Fe,Mn,Zn
1,,1000,400,3500,2400,2.0,18,2.0,15
2,Seaweed,,,,% Daily Value in 5 g dry weight,% Daily Value in 5 g dry weight,,,
3,Aonori,2.5,12.0b,3.9,2.4,7.8,47.6c,10.0b,0.8
4,Dulse leaf,0.9,3.6,13.6b,4.8,1.3,9.0,3.3,0.8
5,Dulse powder,7.6,6.2,11.6b,5.1,1.5,97.0c,8.0,1.3
6, Gorilla ogo,1.9,3.3,28.7c,3.5,1.0,2.9,8.0,2.7
7,Green ogo,1.2,5.3,22.2c,3.8,0.3,4.1,11.5b,0.7
8,Hijiki,6.0,7.4,9.5,3.7,0.3,2.1,3.3,0.4
9,Limu wawae'iole,4.9,5.4,1.0,39.9c,0.3,6.0,2.5,0.1
10,Red ogo,1.5,3.4,2.4,2.0,1.3,7.6,7.5,1.0
11,Red ogo,14.5b,3.4,19.5b,2.4,1.3,14.4b,142.3c.d,0.7
12,Rockweed,14.5b,9.1,3.0,6.0,0.5,19.6b,10.0b,0.3
13,Sea lettuce flake,2.4,31.0c,4.6,7.4,0.8,23.1c,4.3,0.3
14, Sea lettuce leaf,2.3,28.2c,4.8,7.9,0.8,23.1c,4.5,0.3
15,Wakame,5.0,8.8,0.6,16.4b,0.8,10.6b,3.0,1.5
