,0,1,2,3,4,5
0,,BHA,BHT,PG,OG,DG
1,Mean recovery spike,0.976,0.758,0.966,0.958,0.976
2,No.of determination (n),11,11,7,7,7
3,S.D.,0.0558,0.0357,0.0184,0.0129,0.0201
4,RSD,0.0571,0.0471,0.0190,0.0135,0.0206
5,Mean deviation from CRMa,1.017,0.883,0.968,0.967,1.066
6,No.of determination (n),8,8,7,7,7
7,S.D.,0.0409,0.0406,0.0686,0.0685,0.0756
8,RSD,0.0402,0.0460,0.0709,0.0709,0.0709
9,Mean duplicate difference,0.0341,0.0276,0.0343,0.0371,0.0260
10,No. of determination (n),11,11,4,4,4
11,S.D.,0.0238,0.0213,0.0295,0.0353,0.0219
