,0,1,2,3
0,Specialized formulas,Number of,Mean  SD,Range
1,,samples,,
2,Preterm,2,1.781.1,0.85-2.65
3,Without lactose,2,2.070.7,1.52-2.72
4,Inborn error diet,,,
5,Hydrolyzed milk protein,3,0.760.8,0.64-0.96
6,Extensively hydrolyzed milk,3,1.831.6,0.14-3.61
7,protein,,,
8,Partially hydrolyzed milk,3,1.931.1,0.93-3.19
9,protein,,,
10,Composed of free amino acids,2,1.730.7,1.11-2.42
11,Adapted,,,
12,Iron fortified,3,1.140.7,0.31-1.9
13,Milk proteins,4,1.840.2,0.37-1.2
14,Soy-based,7,3.240.6,2.02-4.49
