,0,1,2,3,4,5,6,7,8,9
0,Element,(nm)a,LOD,LOQ,SRM 1640a,,% Rec.,SRM 1570a,,%Rec.
1,,,,,Certified,Measuredb,,Certified,Measuredb,
2,As,188.98,12.4,37.5,8.1  0.07,7.6  4.2,94,68  12,52  20,77
3,Ca,315.887,2.5,7.6,5620  21.0,6170670,110,1530  70*,1470  20*,96
4,Co,238.892,1.4,4.2,20.2  0.24,16.9  0.8,84,393 30,34070,87
5,Fe,238.204,0.6,1.9,36.8  1.8,33.3  1.9,90,,,
6,K,766.491,1.8,5.4,580  2.3,582  24,100,290030,2820 50*,97
7,Mg,279.553,0.3,0.8,1060  4.1,102015,97,900,750  140*,83
8,Mo,202.032,2.3,6.9,45.6  0.61,46.5  1.8,102,,,
9,Na,568.821,0.7,2.0,3140  31,4020  530,128,1820  20*,1680  40*,92
10,Zn,202.548,0.6,1.7,55.6  0.35,52.3  1.1,94.1,82300  3900,76500  1800,93
