,0,1,2,3
0,Sample,Acrylamide (g/,HMF (mg/kg),Furfural (mg/
1,,kg),,kg)
2,Cereal based,,,
3,Cheese flavored corn snack,73  0.3,0.6  0.0,nd
4,Corn strip,279  4.2,4.6  0.3,1.0  0.1
5,Corn cake,105  9.6,11.0  1.0,3.8  0.2
6,Corn chip,64611.8,2.0  0.0,nd
7,Spicy rolled corn snack,74  2.1,2.5  0.0,0.5  0.0
8,Puffcorn bars,146  4.7,2.2  0.3,0.7  0.0
9,Puffcorn,108  2.7,1.9  0.1,1.3  0.1
10,Corn snack cones,270  7.8,0.7  0.0,0.6  0.0
11,Polynesian corn flavored,1140.9,3.7  0.2,1.1 0.0
12,chip,,,
13,Corn and onion chip,536  8.6,2.9  0.3,0.7  0.1
14,Ring shaped corn snack,560  2.9,0.8  0.1,nd
15,Corn snack with barbecue,76  0.9,2.4  0.0,nd
16,flavor,,,
17,Corn based snack,120  0.5,0.80.1,0.70.1
18,Cheese puff,48  0.2,2.5  0.2,0.7  0.1
19,Cheese and ketchup flavor,660  80.6,4.2  0.0,2.9  0.1
20,snack,,,
21,Sunflower seed stick,96  1.9,6.4  0.7,0.9  0.0
22,Cracker with puffed rice,69  3.8,1.0  0.3,0.6  0.0
23,Pretzel stick,144  8.1,4.1  3.3,1.70.0
24,Salty cracker,68  1.2,3.4  0.4,nd
25,Salty cookie,272  2.4,4.5  0.1,nd
26,Spicy and salty cookie,267  5.8,3.0  0.1,nd
27,Salty cookie with sesame,2334.9,2.6  0.1,nd
28,Brezel cracker,114  0.1,1.8  0.0,1.5  0.0
29,Brezel mini stick,111 1.9,2.2  0.1,1.5  0.0
30,Puff pastry sticks,181  6.1,9.9  0.1,0.2  0.0
31,Cheese leaf chip,44  2.2,1.1  0.0,2.7  0.2
32,Wheat tortilla,102  2.7,1.2  0.1,2.0  0.1
33,Cracker,262  2.7,1.9  0.1,nd
34,Wheat rind,145  7.1,12.7  0.6,nd
35,Onion flavoring rings,335  7.3,4.0  0.1,0.6  0.1
36,Grill snack,491  3.1,1.7  0.0,2.7  0.1
37,Bacon strip snack,86  0.4,8.8  0.3,1.1  0.1
38,Potato based ring,272  29.5,1.3 0.1,2.1  0.0
39,Ketchup flavored snack,671  0.7,2.7  0.2,3.1  0.2
40,Loop shaped Japanese,78  1.9,69.4  6.6,nd
41,snack,,,
42,Triangle shaped Japanese,70  0.8,23.7  0.2,nd
43,snack,,,
44,Flower shaped Japanese,72  1.6,15.20.0,nd
45,snack,,,
46,Bar shaped Japanese snack,75  0.1,0.7  0.1,nd
47,Caramelized bar shaped,63  0.3,91.3  1.5,nd
48,Japanese snack,,,
49,Ball shaped Japanese snack,75  8.8,2.1  0.1,0.7  0.1
50,Root or tuber based,,,
51,Potato long chip,76  2.6,0.40.0,0.6  0.0
52,Potato based snack,180  3.2,0.9  0.0,0.6  0.1
53,Potato based snack with,74  3.5,0.4  0.0,0.3  0.0
54,onion,,,
55,Potato-based triangles,123  1.0,0.6  0.0,nd
56,Potato based snack with,246  5.1,0.4  0.0,nd
57,cheese,,,
58,Others,,,
59,Pork rinds,53  0.1,nd,0.4  0.0
