,0,1,2,3
0,,,G.C.peak area as % total,
1,Fatty,,,
2,Acid,Minced Mix,Heated,Finished Product
3,Lauric 12:0,Tha,Tr,Tr
4,Myristic 14:0,3.20.05,4.0+0.15,4.6+0.05
5,Palmitic 16:0,33.00.15,37.20.21,30.00.08
6,Palmitoleic 16:l,3.6+0.32,2.40.08,3.3+0.12
7,Stearic 18:0,13.0+0.68,16.10.11,12.00.33
8,01eic18:1,36.01.95,32.5+0.01,34.4+0.08
9,Linoleic 18:2,6.7+0.49,3.50.12,8.5+0.74
10,Linolenic 18:3,Tr,0.3+0.01,0.30.11
11,Arachidic 20:0,1.1+0.04,1.50.22,0.60.10
12,Arachidonic 20:4,0.8+0.01,1.80.23,3.30.15
13,a Tr= less than 0.10 %,a Tr= less than 0.10 %,,
