,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Classification,Name,CAS,Code,Contents (mg/kg),Contents (mg/kg),,,,,,,,,,,,
1,,,,name,Unroasted,100/,120/,140/,140/,140/,160/,160/,160/,180/,180/,180/,200/,220/
2,,,,,Unroasted,20,20,10,20,30,10,20,30,10,20,30,20,20
3,,"5-Methyl-2(5 H)-furanone,",591-11-7,C6,0.00,0.00,0.00,0.15,0.00,0.04,0.01,0.02,0.00,0.10,0.04,0.05,0.15,0.32
4,,5-Methyl-2-furfuryl alcohol,3857-25-8,C7,0.00,0.42,0.00,0.95,0.00,0.00,0.99,1.59,0.44,0.27,0.00,0.00,0.00,0.00
5,,2-Pentylfuran,3777693,C8,0.00,0.00,0.00,0.95,0.00,1.09,0.99,1.59,0.50,1.06,1.10,1.20,1.19,1.20
6,,"4-Hydroxy-2,5-dimethylfuran-3",3658-77-3,C9,0.00,0.00,0.00,0.24,0.18,0.09,0.14,0.63,0.00,0.00,0.00,0.00,0.00,0.00
7,,(2 H)-one,,,,,,,,,,,,,,,,
8,,"2,3-Dihydro-benzofuran",496-16-2,C10,0.00,0.00,0.14,0.12,0.16,0.18,0.15,0.13,0.20,0.00,0.00,0.00,0.00,0.00
9,,2-Propionylfuran,3194-15-8,C11,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.25,0.28,0.30,0.35,0.38,0.41,0.16
10,,"1-Propanone, 1-(5-methyl-2-furanyl)",10599696,C12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.25
11,,3-(2-Furanyl) 2-methyl-2-Propenal,874-66-8,C13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35
12,,3-Furaldehyde,498602,C14,0.00,0.00,0.80,1.11,0.75,0.78,0.61,0.78,0.71,2.22,2.75,3.15,5.50,4.06
13,,Furfuryl acetate,623176,C15,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.78,0.00,0.00,1.16,1.22,2.22,2.56
14,,Furfuryl formate,13493-97-5,C16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.00
15,,Sum,,,2.53,0.18,1.55,8.21,6.02,7.52,4.70,8.08,5.02,0.00,10.16,11.66,12.51,13.68
16,Pyrrolines,2-Acetyl pyrrole,1072-83-9,D1,0.26,0.18,0.17,0.46,0.37,0.38,0.55,0.67,0.90,0.00,0.36,0.00,0.00,0.38
17,,1 H-Pyrrole-2-carboxaldehyde,1003-29-8,D2,0.45,0.00,0.00,0.30,0.11,0.66,0.00,0.52,0.28,0.14,0.00,0.00,0.00,0.00
18,,N-Methylpyrrolidone,872-50-4,D3,0.00,0.00,0.18,0.00,0.28,0.17,0.17,0.36,0.32,0.43,0.00,0.00,0.00,0.00
19,,1-Ethyl-1 H-pyrrole-2-carbaldehyde,2167-14-8,D4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.42,0.51
20,,1-Furfurylpyrrole,1438-94-4,D5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.29,0.47
21,,Sum,,,0.71,0.18,0.35,0.76,0.76,1.21,0.72,1.55,1.50,0.57,0.36,0.30,0.71,1.36
22,Pyridines,"2,6-Dimethyl-4-pyridinamine",3512809,E1,1.46,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,,4-Dimethylaminopyridine,1122-58-3,E2,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,,"3-Methoxy-pyridine,",7295763,E3,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22
25,,2-Pyridinecarboxamide,1452-77-3,E4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.08,0.20,0.22
26,,2-Ethylpyridine,1090-2,E5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.37
27,,3-Hydroxypyridine,1090-2,E6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00
28,,2-Acetylpyridine,1122629,E7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55
29,,2-Propionylpyridine,323855-9,E8,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15
30,,Sum,,,1.46,0.77,1.02,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.15,0.08,0.32,1.29
31,Thiophenes,2(3 H)-Thiophenone,5650-74-8,F1,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.38,0.40,0.53,0.55,0.63,0.68,1.58
32,,3-Acetylthiophene,1468-83-3,F2,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,,3-Thiophenecarbonitrile,1641-9-4,F3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00
34,Thiazoles,2-Acetyl-2-thiazoline,29926418,G1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.17,0.03,0.00,0.08,0.00,0.00,0.00
35,,4-Methylthiazole,693958,G2,0.00,0.00,0.00,0.00,0.09,0.00,0.03,0.04,0.03,0.09,0.08,0.08,0.10,0.12
36,,2.4-Dimethyl thiazole,541-58-2,G3,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.03,0.04,0.05,0.10,0.13
37,,4-Methyl-5-thiazoleethanol,137-0-8,G4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.29,0.32,0.38,0.28,0.08,0.02
38,,2-Benzothiazolol,934-34-9,G5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00
39,,Sum,,,0.00,0.00,0.00,0.01,0.09,0.07,0.04,0.46,0.34,0.44,0.50,0.41,0.28,0.27
40,Aldehydes,(E-2-Heptenal,18829-55-5,H1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.73,0.56,0.78,0.32,0.25,0.15
41,,"(E,E) 2,4-Decadienal",25152-84-5,H2,0.10,0.13,0.15,0.15,0.17,0.19,0.26,0.32,0.30,0.28,0.43,0.30,0.28,0.18
42,,E-2-Decenal,3913-81-3,H3,0.57,0.74,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.26,0.29,0.33,0.28,0.53
43,, Syringaldehyde,134963,H5,0.06,0.05,0.07,0.07,0.10,0.07,0.10,0.20,0.10,0.08,0.09,0.06,0.07,0.07
44,,Heptaldehyde,111717,H6,0.38,0.44,0.28,0.62,0.45,0.72,0.21,0.20,0.19,0.11,0.07,0.05,0.04,0.00
45,,"(2E)- 2-Dodecenal,",20407-84-5,H7,0.06,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
