,0,1,2,3,4,5,6
0,Pesticide name,Mancozeb,Mancozeb,,,,
1,Molecular structure,,,H,,S,
2,,,,,,,Mn
3,,,,,H,,
4,IUPAC name,Manganese ethylenebis(dithiocarbamate) (polymeric) complex with zinc salt,,,,,
5,Molecular Weight,,541.1,,,,
6,Molecular formula,C8H12MnN4S8Zn,C8H12MnN4S8Zn,C8H12MnN4S8Zn,,,
7,CAS-Number,8018-01-7,8018-01-7,,,,
8,Mode of action,Fungicide with protective action,Fungicide with protective action,,,,
9,Cancer Classification,Group B2 Probable Human Carcinogen,Group B2 Probable Human Carcinogen,,,,
10,Octanol-water partition coefficient (Log POW),"pH 7,20C=2.3","pH 7,20C=2.3","pH 7,20C=2.3",,,
