,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Peak No.,Compound,Williamsa,Carola,Dicolor,Faworytka,Hortensia,Konferencja,Lukasowka,Nojabrska,Radana,Uta,mean
1,19.,B-type Procyanidin tetramer,1.3  0.0a,0.90.0b,,,,,,,,,0.2
2,24.,B-type Procyanidin tetramer,,,-,,,,,,4.8  0.3a,,0.5
3,27.,B-type Procyanidin tetramer,,0.90.0c,,-,,,1.5 0.0a,,1.40.0b,,0.4
4,28.,B-type Procyanidin tetramer,,1.2  0.0d,,-,-,1.8  0.0c,4.7 0.1b,1.30.0d,49.2  0.8a,0.7  0.0e,5.9
5,30.,B-type Procyanidin tetramer,3.3  0.1a,,,,,,,,,,0.3
6,45.,B-type Procyanidin tetramer,,1.60.0b,,,,,,12.0 0.3a,,0.4 0.0c,1.4
7,,Sum,4.6  1.3d,4.7  0.6d,,,,1.85  0.7e,6.2  1.9c,13.3  4.8b,55.3  19.6a,1.1 0.3f,8.7
8,34.,A-type Procyanidin trimer,,0.2  0.0c,,,,1.3  0.0c,,1.70.0b,9.5  0.6a,,1.1
9,42.,A-type Procyanidin trimer,,1.2  0.0c,,-,0.40.0e,1.3  0.0c,1.00.0d,2.5  0.1a,1.50.1b,1.6  0.0b,0.9
10,,Sum,,1.4  6.6d,,,0.4  3.3f,1.3 8.8d,1.0  6.8e,4.2 5.5b,11.0  56.7a,1.610.9c,2.1
11,35.,Double-charged,,1.2 0.0a,,,,0.80.0b,,,,,0.2
12,,pentameric procyanidin,,,,,,,,,,,
13,38.,Double-charged,,,,,,,,0.7 0.0a,,,0.1
14,,heptameric procyanidin,,,,,,,,,,,
15,44.,Double-charged,,1.00.0c,,,,,1.00.0b,2.10.1a,,0.8 0.0d,0.5
16,,heptameric procyanidin,,,,,,,,,,,
17,,Sum,,2.2  0.6b,,,,0.80.5d,1.00.6c,2.8  10.7a,,0.8  4.7d,0.8
18,Flavonols,,,,,,,,,,,,
19,46.,Kaempferol,,,,,,2.6  0.0a,,-,0.40.0b,,0.3
20,,hexoside-dideoxyhexoside,,,,,,,,,,,
21,61.,Kaempferol 3-O-glucoside,,,26.60.5b,,-,,,,27.8  0.3a,,5.4
22,61.,Kaempferol-3-0-6-acetylglucoside,10.10.2b,,24.2  0.5a,1.5 0.1d,2.5 0.0c,,,0.6  0.0e,,,3.9
23,,Sum,10.15.8c,,50.8  14.7a,1.5  0.9e,2.51.4d,2.61.5d,,0.6 0.4f,28.2 15.9b,,9.6
24,47.,Quercetin deoxyhexoside-hexoside,4.3  0.0a,,-,1.10.0b,1.7  0.0c,3.6 0.0d,0.60.0e,0.9 0.0d,,,0.9
25,49.,Quercetin deoxyhexoside-hexoside,1.20.0e,1.2 0.0g,,6.00.1c,7.0 0.2b,3.6 0.0d,7.80.1b,,13.30.5a,,3.9
26,50.,Quercetin 3-O-galactoside,1.5  0.0f,1.2 0.0g,18.70.5a,3.4  0.1d,2.1 0.0e,6.60.1b,0.8 0.0h,2.2  0.0e,5.50.1c,,4.2
27,52.,Quercetin 3-0-glucoside,5.90.1d,,73.0  0.9a,21.10.3c,19.00.4c,,5.30.0d,0.5 0.0e,32.00.5b,,15.7
28,53.,Quercetin-acylated-hexoside,4.40.0d,1.4 0.0f,66.01.0a,31.80.6b,18.90.4c,,,1.20.0g,2.70.0e,,12.6
29,,Sum,17.32.1d,2.6 0.7g,157.7 35.6a,63.413.2b,48.7  8.7c,10.23.0e,14.53.5d,4.8  0.8f,53.412.9c,,37.3
30,54.,Isorhamnetin3-O-rhamnosyl-hexoside,6.20.1b,1.2  0.0e,,,2.80.0d,5.50.1b,4.60.0c,2.20.0d,14.30.3a,0.4  0.0f,3.7
31,55.,Isorhamnetin3-O-rhamnosyl-hexoside,4.6 0.0e,1.00.0h,13.0  0.2a,2.1  0.0g,3.0  0.0f,16.20.4b,12.80.1c,6.10.1d,43.3  0.4a,0.6 0.0i,9.0
32,57., Isorhamnetin 3-0-hexoside,7.4  0.2c,0.90.0f,13.0  0.2a,1.7 0.0e,7.70.1c,9.6.0.2b,3.2  0.0d,,,2.70.0d,4.6
33,59.,Isorhamnetin 3-O-hexoside,10.90.3b,3.20.1e,,5.10.1d,9.20.2c,15.70.4a,0.6 0.0f,3.40.0e,,0.8  0.0f,4.9
34,60.,Isorhamnetin 3-0-hexoside,,,,,,0.3  0.0a,,,,,0.0
35,62.,Isorhamnetin-acylated-hexoside,0.90.0e,0.6  0.0e,6.60.1b,2.2  0.0c,1.80.0d,,0.2  0.0f,,0.8  0.0e,,1.3
36,63.,Isorhamnetin-acylated-hexoside,2.7  0.0e,2.8  0.0e,30.2  0.3a,19.40.2c,28.2  0.5b,2.6  0.0f,0.2 0.0h,5.1 0.1e,11.4  0.4d,5.4  0.9g,10.4
37,,Sum,32.8  3.8c,9.6  1.2f,49.8  11.3b,30.6  6.9c,52.9  9.7b,49.8  6.9b,21.6  4.7d,16.9  2.6e,69.8  15.9a,5.4  0.9g,33.9
38,Flavone,,,,,,10.6  0.0e,,,26.4  0.1a,,1.0 0.0h,
39,39.,Apigenin Pentoside,12.00.0d,14.30.0c,6.10.0f,4.4  0.0g,10.6  0.0e,10.40.0e,12.00.1d,26.4  0.1a,22.70.1b,1.0 0.0h,12.9
40,Hydroquinones,,,,,,,,,,,,
41,2.,Arbutin,32.30.1b,36.0  0.2b,10.10.0f,13.70.1e,34.20.2b,30.40.1bc,27.2 0.1c,34.90.2b,70.8  0.4a,19.70.1d,30.9
