,0,1,2,3,4,5,6,7,8,9
0,No,Cyclic dipeptides,Bp,C1,,C2,,C3,,C4
1,1,Cyclo (Pro-Gly),83,-,,-,,,,2.5  0.0
2,2,Cyclo (Pro-Ala I,70,,,-,,0.40.0a,0.40.0a,2.6  0.0b
3,3,Cyclo (Pro-Ala II,70,-,,-,,,,2.2  0.0
4,4,Cyclo (Pro-Pro),70,-,,-,,0.8  0.0a,0.8  0.0a,6.5  7.6b
5,5,Cyclo (Pro-Val)I,154,-,,-,,-,,1.8  0.0
6,6,Cyclo (Pro-Val) II,154,-,,-,,-,,0.7  0.0
7,7,Cyclo (Pro-PyroGlu),70,,,-,,,,3.6  0.0bc
8,8,Cyclo (Pro-Leu)I,154,12.3  1.0a,12.3  1.0a,6.1  0.7b,6.1  0.7b,0.3,0.1c,3.6  0.0bc
9,9,Cyclo (Pro-Leu/Ile) II,154,9.1  0.9a,9.1  0.9a,1.6  0.0b,1.6  0.0b,0.4,0.1b,2.6  0.0b
10,10,Cyclo (Pro-Phe) I,125,4.6  0.5a,4.6  0.5a,1.8  0.1b,1.8  0.1b,0.9,0.4b,2.8  1.1ab
11,11,Cyclo (Pro-Phe) II,125,6.5  0.5a,6.5  0.5a,4.3  0.5a,4.3  0.5a,1.0,0.3b,6.6  1.1a
12,12,Cyclo (Leu-ValI,156,2.9  0.2a,2.9  0.2a,0.2  0.0b,0.2  0.0b,,,0.5  0.0b
13,13,Cyclo (Leu/Ile-Val) II,156,2.9  0.2a,2.9  0.2a,0.3  0.1b,0.3  0.1b,,,0.3  0.2b
14,14,Cyclo Ile-ValIII,156,0.9  0.1,0.9  0.1,,,-,,
15,15,Cyclo (Leu-LeuI,170,3.5  0.1a,3.5  0.1a,0.4  0.1b,0.4  0.1b,,,0.4  0.3b
16,16,Cyclo Ile-Leu) II,170,3.2  ,0.3a,-,,0.4  0.1b,0.4  0.1b,
17,17,Cyclo (Leu/Ile-Leu/IleIII,170,4.7,2.1a,0.8  0.0a,0.8  0.0a,0.4  0.0a,0.4  0.0a,0.6  0.6a
18,18,Cyclo (Leu/Ile-Leu/Ile) IV,170,3.8,0.1a,0.7,0.1b,,,0.3  0.3b
19,19,Cyclo (Leu-Phe)* I,91,6.3,0.5a,2.6  0.7b,2.6  0.7b,1.1 ,0.1b,2.9  0.6b
20,20,Cyclo (Leu/Ile-Phe) II,91,5.7,0.2a,2.8, 0.3b,1.4  0.2c,1.4  0.2c,3.0  0.2b
21,21,Cyclo (Leu/Ile-Phe) III,91,7.8,0.5a,3.7, 0.8b,3.2,0.2b,6.1  0.6a
22,22,Cyclo (Leu/Ile-Phe) IV,91,+,0.2a,2.7, 0.6b,+,0.0b,4.2  0.0a
23,23,Cyclo (Phe-Gly,91,,,,,0.8  0.1c,,2.5  2.4
24,24,Cyclo (Phe-Val)I,91,4.8,0.2a,1.8  0.7b,1.8  0.7b,0.8  0.1c,0.8  0.1c,2.6 0.4bc
25,25,Cyclo (Phe-Val) II,91,4.6,0.5a,2.8,0.9bc,0.0c,0.0c,3.6  0.7a
