,0,1,2,3,4
0,"Legumes: seeds, dried",,LC-FD(lit.data,MA (lit.data),SIDA (own results) Means
1,,,,,ofdifferent samples+SD
2,Botanic name,Common name,,,for n=3)
3,Pisum sativum,"Peas, green",57a,274*b; 290*c 36d: 22*h,"10 (3, 20 (4"
4,Pisum sativum,"Peas, green, fresh**",159a,65***b,8710
5,Cicer arietinum,Chick peas,,557b480c281h,275 (50)
6,Lens culinaris,"Lentils, green",103a,479b430c172d133h,110+8154+20
7,Lens culinaris,"Lentils,red",,204b;68h,178 (13)****
8,Phaseolus vulgaris,"Beans, green, fresh**",70a,37b; 39f,"375,527,78+6"
9,Phaseolus vulgaris,"Beans, white",128a,388b;360c,"10610,16410"
10,Phaseolus vulgaris,Kidney beans,,394b371c238e140h,182 (21)
11,Phaseolus vulgaris,"Beans, black",,444b: 447c,"143 (12), 106 (9)"
12,Glycine max,Soy beans,,375b;250;318e: 189h,318 (28)
13,Vigna radiata,Mung beans,,625b490c237e;438h,277 (33)
14,Vigna unguiculata,Blackeyed peas,,633b: 540c: 399h,"149 (33,15241"
15,Canavalia ensiformis,Jack beans,,,94 (11)
16,Arachis hypogaea,Peanut,,"145#,240## b; 169c; 136e;178","94 (7#, 61 (8)#"
