,0,1,2,3,4,5,6,7,8,9
0,Compound Name,Abbreviation, Linear Range, Linear Range, Linear Range,Correlation Coefficient (R2),LOD,LOQ,RSD (n = 6)%,
1,,,(g/mL),(g/mL),(g/mL),,(g/mL),(g/mL),,
2,,,,,,,,,Intra-day,Inter-day
3,L-Histidine,His,0.08 -15.52,0.08 -15.52,0.08 -15.52,0.9996,0.02,0.05,1.27,1.40
4,Taurine,Tau,0.06  12.52,0.06  12.52,0.06  12.52,0.9998,0.01,0.04,0.98,1.14
5,L-Serine,Ser,0.05-10.51,0.05-10.51,0.05-10.51,0.9998,0.01,0.04,0.25,0.42
6,Glutamine,Gln,0.07  14.62,0.07  14.62,0.07  14.62,0.9998,0.01,0.05,0.23,0.75
7,L-Arginine,Gly,0.09,  17.42,  17.42,0.9991,0.02,0.06,0.18,0.44
8,Glycine,Gly,0.04,7.51,7.51,0.9991,0.01,0.03,0.19,0.38
9,Aspartic acid,Glu,0.07  13.31,0.07  13.31,0.07  13.31,0.9993,0.01,0.04,0.18,0.53
10,L-Glutamic acid,Glu,0.07,-,14.71,0.9995,0.01,0.05,0.12,0.53
11,l-Threonine,Thr,0.06,11.91,11.91,1,0.01,0.04,0.10,0.20
12,L-Alanine,Ala,0.04,-,8.91,1,0.01,0.03,0.17,0.31
13,-aminobutyric acid,GABA,0.05,-10.31,-10.31,0.9994,0.01,0.03,0.83,1.04
14,l-Theanine,Thea,0.09 - 17.42,0.09 - 17.42,0.09 - 17.42,0.9990,0.02,0.06,0.17,0.18
15,L(-)-Proline,Pro,0.06- 11.51,0.06- 11.51,0.06- 11.51,0.9992,0.01,0.04,0.12,0.18
16,Ornithine,Orn,0.07-13.22,0.07-13.22,0.07-13.22,0.9999,0.01,0.04,0.15,0.30
17,l-Cysteine,Cys,0.06 -12.12,0.06 -12.12,0.06 -12.12,0.9991,0.01,0.04,1.01,1.36
18,L-Lysine,Lys,0.07  14.62,0.07  14.62,0.07  14.62,0.9997,0.01,0.05,1.15,1.79
19,L-Tyrosine,Tyr,0.09  18.12,0.09  18.12,0.09  18.12,0.9996,0.02,0.06,1.11,1.27
20,DL-Methionine,Met,0.07-14.92,0.07-14.92,0.07-14.92,0.9992,0.01,0.05,0.14,0.92
21,L-Valine,Val,0.06  11.72,0.06  11.72,0.06  11.72,0.9996,0.01,0.04,0.10,0.84
22,L-Isoleucine,Ile,0.07 13.12,0.07 13.12,0.07 13.12,0.9991,0.01,0.04,0.75,1.53
23,L-Leucine,Leu,0.07  13.12,0.07  13.12,0.07  13.12,0.9994,0.01,0.04,1.18,3.01
24,L-Phenylalanine,Phe,0.08  16.52,0.08  16.52,0.08  16.52,0.9993,0.02,0.06,2.11,3.56
