,0,1,2,3,4,5,6,7
0,,Imbrasia,Imbrasia epimethea,Imbrasia epimethea,Fish,Beef,Chicken,WHI
1,,truncata,,,(flesh),and,flesh(1,RV
2,,,,,1,veal1,,(2
3,,,mg/100 g fresh weight),mg/100 g fresh weight),,,,
4,ALA,,716,930,1126,1033,682,
5,ARG,ARG,971,1100,1066,1118,1114,
6,ASP,,1668,2029,1947,1590,1834,
7,GLU,GLU,2772,2789,2655,2703,3002,
8,GLY,,840,858,906,860,1059,
9,PRO,,1018,1098,692,628,829,
10,SER,,834,970,816,713,781,
11,Total NIAA,Total NIAA,8819,9773,,,,
12,HIS,,666,685,665,603,525,690
13,ILE,,809,865,900,852,1069,1380
14,LEU,,1148,1250,1445,1435,1472,1794
15,LYS,,1449,1479,1713,1573,1590,2070
16,THR,,1036,1207,861,812,794,1058
17,VAL,,864,1049,1150,886,1018,1794
18,PHE,,799,1114,737,778,800,
19,TRP,,245,266,,,205,276
20,TYR,,2647,1821,689,637,669,
21,AAA,AAA,3692,3201,1426,1415,1469,1748
22,CYS,,237,205,220,226,262,
23,MET,,326,370,539,478,502,
24,SAA,,564,575,759,704,764,1012
25,Total IAA,Total IAA,10228,10310,8919,8280,8906,9062
26,Total AA,Total AA,19047,20082,18338,17163,18206,
27,,residues,,,,,,
