,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Cereals,,,,,,,,Heavy metals,,,,,,,
1,Cd,,,Cr,,,Pb,,,Ni,,,As,,,TSR
2,EP,P5,P95,EP,P5,P95,EP,P5,P95,EP,P5,P95,EP,P5,P95,EP
3,ILCR for children,,,,,,,,,,,,,,,
4,4.1E-,05,7.1E-,1.6E-,9.8E-,2.7E-,8.2E-,4.4E-,1.4E-,1.1E-,2.2E-,2.3E-,2.4E-,1.8E-,3.6E-,1.7E-
5,05,05,05,05,06,05,07,07,06,04,05,04,07,07,07,04
6,2.3E-,1.2E-,4.2E-,1.2E-,5.9E-,2.4E-,4.1E-,2.5E-,6.7E-,2.7E-,1.6E-,4.5E-,2.7E-,9.1E-,1.1E-,6.5E-
7,05,05,05,05,06,05,07,07,07,05,05,05,06,08,05,05
8,2.3E-,2.0E-,8.0E-,2.5E-,1.2E-,4.8E-,1.4E-,3.7E-,3.6E-,1.6E-,4.0E-,4.1E-,4.2E-,3.2E-,6.3E-,2.8E-
9,03,04,03,04,04,.04,05,06,05,04,05,04,06,06,06,03
10,2.9E-,3.8E-,9.3E-,1.7E,9.4E-,2.9E-,5.7E-,2.3E-,1.2E-,1.0E-,3.2E-,2.4E-,2.4E-,1.8E-,3.6E-,5.7E-
11,05,06,05,05,06,.05,07,07,06,05,06,05,07,07,07,05
12,9.2E-,8.7E-,3.2E-,2.3E-,6.2E-,5.5E-,3.5E-,5.0E-,1.1E-,4.8E-,6.3E-,1.5E-,2.4E-,1.8E-,3.6E-,1.2E-
13,05,06,04,05,06,05,06,07,05,06,07,05,07,07,07,04
14,4.8E-,2.5E-,8.8E-,1.9E,8.2E-,3.8E-,7.9E-,4.4E-,1.4E-,4.5E-,2.0E-,8.9E-,1.1E-,1.2E-,3.6E-,7.4E-
15,05,05,05,05,06,05,07,07,06,06,06,06,06,07,06,05
16,2.4E-,4.4E-,6.6E-,1.3E-,3.3E-,4.1E-,4.0E-,1.8E-,8.1E-,3.1E-,3.2E-,9.9E-,1.5E-,1.2E-,5.6E-,4.1E-
17,04,05,04,04,05,04,06,06,06,05,06,05,05,06,05,04
18,2.8E-,3.1E-,8.7E-,4.6E-,1.9E-,1.1E-,2.4E-,7.4E-,6.0E-,3.5E-,8.7E-,8.3E-,2.4E-,5.2E-,7.8E-,3.7E-
19,03,04,03,04,04,03,05,06,05,04,05,04,05,06,05,03
20,ILCR for adults,,,,,,,,,,,,,,,
21,8.7E-,3.5E-,1.8E-,1.6E-,1.6E-,6.8E-,8.2E-,7.3E-,3.5E-,1.1E-,3.7E-,5.8E-,5.2E-,3.0E-,9.0E-,3.7E-
22,06,06,05,05,06,06,07,08,07,04,06,04,08,08,08,05
23,4.9E-,2.0E-,1.1E-,1.2E-,9.8E-,6.0E-,4.1E-,4.2E-,1.7E-,2.7E-,2.7E-,1.1E-,5.9E-,1.5E-,2.8E-,1.4E-
24,06,06,05,05,07,06,07,08,07,05,06,05,07,08,06,05
25,5.0E-,3.3E-,2.0E-,2.5E-,2.0E-,1.2E-,1.4E-,6.2E-,9.0E-,1.6E-,6.7E-,1.0E-,9.1E-,5.3E-,1.6E-,5.9E-
26,04,05,03,04,05,04,05,07,06,04,06,04,07,07,06,04
27,6.2E-,6.3E-,2.3E-,1.7E-,1.6E-,7.3E-,5.7E-,3.8E-,3.0E-,1.0E-,5.3E-,6.0E-,5.2E-,3.0E-,9.0E-,1.2E-
28,06,07,05,05,06,06,07,08,07,05,07,06,08,08,08,05
29,2.0E-,1.5E-,8.0E-,2.3E-,1.0E-,1.4E-,3.5E-,8.3E-,2.8E-,4.8E-,1.1E-,3.8E-,5.2E-,3.0E-,9.0E-,2.6E-
30,05,06,05,05,06,05,06,08,06,06,07,06,08,08,08,05
31,1.0E-,4.2E-,2.2E-,1.9E-,1.4E-,9.5E-,7.9E-,7.3E-,3.5E-,4.5E-,3.3E-,2.2E-,2.3E-,2.0E-,9.0E-,1.6E-
32,05,06,05,05,06,06,07,08,07,06,07,06,07,08,07,05
33,5.1E-,7.3E-,1.7E-,1.3E-,5.5E-,1.0E-,4.0E-,3.0E-,2.0E-,3.1E-,5.3E-,2.5E-,3.3E-,2.0E-,1.4E-,8.8E-
34,05,06,05,04,06,04,06,07,06,05,07,05,06,07,05,05
35,6.0E-,5.2E-,2.2E-,4.6E-,3.2E-,2.7E-,2.4E-,1.2E-,1.5E-,3.5E-,1.5E-,2.1E-,5.2E-,8.6E-,1.9E-,7.8E-
36,04,05,03,04,05,04,05,06,05,04,05,04,06,07,05,04
