,0,1,2,3,4,5
0,,Component,,,,
1,,1,2,3,4,Communalities
2,Naphthalene,.374,.266,.630,.380,.752
3,Acenaphthylene,.718,.110,.290,.523,.886
4,Acenaphthene,.916,.074,.129,.128,.878
5,Fluorene,.845,.191,.045,.425,.933
6,Phenanthrene,.695,.561,.185,.324,.937
7,Anthracene,.825,.459,.168,.089,.927
8,Fluoranthene,.034,.670,.328,-.108,.569
9,Pyrene,.440,.329,.072,.765,.892
10,Benzo[c]phenanthrene,.241,.575,.367,.567,.845
11,Benz[a]anthracene,.142,.903,-.032,.285,.918
12,Chrysene,.060,.922,-.051,.147,.878
13,Benzo[e]pyrene,.649,-.013,.176,.045,.455
14,Benzo[k]fluoranthene,.668,.093,.137,.637,.880
15,Benzo[b]fluoranthene,.950,.006,-.051,.082,.912
16,3-Methylcholanthrene,.019,.281,.799,.120,.732
17,"Indeno[1,2,3-cd]pyrene",.716,.029,-.108,.496,.771
18,"Dibenz[a,h]anthracene",.928,.057,-.124,.020,.880
19,Benzo[ghi]perylene,.013,.481,.249,.417,.467
20,"Dibenzo[a,h]pyrene",-.048,.130,.765,-.086,.612
21,"Dibenzo(a,i)pyrene",.120,-.018,.738,.027,.560
22,Benzo[a]pyrene,-.113,.433,.755,.033,.772
23,,32,18,16,12,(78%)
24,,Industrial & Unburned fuel,Cooking Practices,Wood/Coal Combustion,Diesel Combustion,
