,0,1,2,3,4,5,6,7,8,9
0,Mushroom species,Pb content in cap,,Pb content in stipe,,QC/S index,,Pb content reported in other,Pb content reported in other,Reference (Country of
1,,,,,,,,studies,,collection)
2,,Dry weight,Wet weight,Dry weight,Wet weight,Dry weight Wet weight Cap,Dry weight Wet weight Cap,Dry weight Wet weight Cap,Stipe,
3,,(0.001-0.09),(0.0001-0.009),(0.001-0.052,(0.0001-0.021),,,,0.6810.007,
4,n=10,Me:0.0214,Me0.0034,Me0.0363,Me0.0031,1.07,0.63,,,2016(Slovakia(Wang
5,n=10,Q1:0.0017,Q1:0.0002,Q10.0265,Q1:0.0021,,,,0.36  0.02,"et al.,2017China"
6,,Q30.0495,Q30.0064,Q30.0415,Q3:0.0070,,,,,
7,,0.250  0.0335,0.025 0.034,0.098 0.037,0.011 0.004,,,,,
8,Cantharellus cibarius,(0.047-0.845),(0.007-0.085),(0.049-0.12),(0.007-0.016),,,,,"Svoboda et al.,2006"
9,n=5,Me:0.1110,Me:0.0115,Me:0.1109,Me0.0081,2.56,2.34,,3.1  2.0,(Czech Republic)
10,n=5,Q1:0.1058,Q1:0.0075,Q1:0.0702,Q1:0.0078,,,,,(Czech Republic)
11,,Q3:0.1396,Q3:0.0147,Q3:0.1204,Q3:0.0150,,,,,
12,,0.098  0.054,0.011 0.005,0.152 0.115,0.015  0.010,,,,,
13,Coprinus comatus,(0.033-0.186),(0.004-0.019),(0.04-0.332),(0.009-0.03),,,,,"Stilinovic et al.,2014"
14,n=6,Me: 0.0799,Me:0.0119,Me: 0.1122,Me:0.0111,0.64,0.75,,0.27  0.025,(Serbia)
15,n=6,Q1:0.0711,Q10.0077,Q10.0718,Q10.0092,,,,,(Serbia)
16,,Q3:0.1238,Q3:0.0131,Q3: 0.2211,Q3: 0.0198,,,,,
17,,(0.334-9.687),(0.073-1.369),(0.334-9.042),(0.073-1.685),,,,55.40,(McCreight and
18,n=4,Me8.3039,Me1.0135,Me6.1033,Me: 0.7892,1.23,1.04,,,"Svoboda et al.,2006"
19,n=4,Q15.6349,Q10.7676,Q1:3.4997,Q10.5927,,,,16.2  6.4,(Czech Republic)
20,,Q3:9.3262,Q31.1132,Q3:7.9992,Q3:1.0307,,,,,(Czech Republic)
21,,0.297  0.192,0.015 0.009,0.284  0.241e,0.0200.019,,,,,
22,Suillus luteus,(0.054-0.585),(0.003-0.023,(0.034-0.667),(0.004-0.054),,,,,"Papazov,2018)"
23,n=7,Me:0.3111,Me0.0148,Me0.1788,Me:0.0110,1.05,0.72,,0.660.38,(Bulgaria)
24,n=7,Q1:0.2212,Q1:0.0102,Q1:0.1094,Q1:0.0074,,,,,(Bulgaria)
25,,Q3:0.3147,Q3: 0.0224,Q3:0.4447,Q3:0.0295,,,,,
26,,0.163  0.052,0.023 0.025,0.108 0.073,0.011  0.007,,,,,
27,Tricholoma portentosum,(0.057-0.22),(0.003-0.086),(0.049-0.285),(0.005-0.023),,,,,"Sirie et al.,2017"
28,n=9,Me0.1679,Me:0.0144,Me: 0.0924,Me:0.0077,1.5,2.15,1.14  0.08,0.51  0.04,(Croatia)
29,n=9,Q1:0.1626,Q1:0.0111,Q1:0.0652,Q10.0056,,,,,(Croatia)
30,,Q3:0.2013,Q3:0.0197,Q3:0.1109,Q30.0131,,,,,
31,,(0.003-0.164),(0.0003-0.014),(0.005-0.152),(0.0005-0.035),0.77,0.44,0.50  0.44,1.2  0.7,
32,n=7,Me0.0554,Me0.0038,Me0.0761,Me0.0069,,,,,(Poland)
33,n=7,Q1:0.0263,Q10.0016,Q1:0.0547,Q1:0.0046,,,3.7  1.0,4.8  1.8,(Poland)
34,,Q3:0.0716,Q30.0054,Q3:0.1007,Q3:0.0101,,,,,
35,n=48,0.762  2.268,0.095  0.295,0.559  1.772,0.083  0.290,1.26,1.15,,,
