,0,1,2,3,4,5,6,7,8
0,Cheese variety,Water,Fat (%),Protein,Ash (%),Lactic,Salt (%),Cholesterol,Energy
1,,content,,(%),,acid (%),,(mg/100 g),kcal/100 g
2,,(%),,,,,,,
3,Feta,52.6 (2.5)a,25.5 (2.8),16.8 (0.7),3.6 (0.5),1.3 (0.2),2.2 (0.5),72.5 (7.7),326 (26.6)
4,n=6,50.4-57.2b,20.528.2,15.9-17.9,2.8-4.4,1.0-1.5,1.6-3.0,61.6-85.3,277-352
5,Telemes,56.2 (3.5),23.9 (1.9),15.5(0.8,3.4(0.3),1.0 (0.1),2.4 (0.3),58.9 (9.1),306 (29.4)
6,n=3,54.1-60.2,21.7-25.4,14.6-16.2,3.2-3.7,0.91.1,2.12.7,51.368.9,273-327
7,Anthotyros,67.7 (2.2),16.3 (1.8),11.5 (1.4),1.3(0.4,0.5 (0.1),0.6 (0.2),56.2 (1.6),200 (19.7)
8,(fresh),,,,,,,,
9,n=3,66.0-70.1,14.9-18.4,10.1-12.9,0.8-1.6,0.4-0.6,0.3-0.8,54.9-57.9,185-222
10,Myzithra (fresh),65.3 (1.9),16.9 (3.2),13.1(1.6,1.5 (0.2),0.4 (0.3),0.8 (0.4),42.7 (4.0),221 (26.0)
11,n=3,63.7-67.4,13.4-19.5,11.3-14.4,1.3-1.8,0.2-0.7,0.5-1.2,39.0-46.9,191-240
12,Manouri,39.0 (6.2),50.1(5.1,7.4 (0.6),1.9 (0.7),0.3 (0.2),1.4 (0.7),99.5 (22.1),504 (58.3)
13,n=2,34.6-43.3,46.5-53.7,7.0-7.8,1.4-2.3,0.2-0.5,0.9-1.9,83.9-115.2,463-546
14,Kasseri,43.1 (2.6),27.9 (2.7),24.1 (0.5),3.8 (0.6),1.0 (0.3),1.3 (0.1),90.8 (10.9),395 (27.5)
15,n=3,40.9-46.0,24.9-30.1,23.6-24.6,3.1-4.3,0.7-1.3,1.3-1.4,81.0-102.6,364-413
16,Graviera,32.3 (1.6),36.4 (0.9),25.9 (2.8),4.4 (0.1),0.9 (0.3),1.4 (0.1),110.2 (0.4),478 (12)
17,n=2,31.1-33.4,35.7-37.1,23.9-27.9,4.4-4.5,0.7-1.1,1.3-1.4,109.9-110.5,470-486
18,Kefalograviera,35.9 (0.6),34.5 (1.8),24.9 (1.3),4.0 (1.2),0.6 (0.1),2.7 (1.5),84.2 (7.0),442 (7.7)
19,n=3,35.2-36.3,33.3-36.6,23.9-26.4,2.6-4.9,0.6-0.7,1.1-4.0,76.2-89.1,433-448
20,Metsovone,36.4,33.3,26.2,3.4,0.5,2.3,79.0,442
21,n=1,,,,,,,,
22,Ladotiri,33.8,35.6,24.7,5.1,0.5,2.0,89.3,464
23,n=1,,,,,,,,
24,Kefalotiri,35.4 (1.7),32.8 (2.9),26.1 (2.1),5.0 (0.6),0.7 (0.1),3.0 (0.8),95.8 (5.7),441 (13.9)
25,n=4,33.1-37.2,28.9-35.7,23.9-28.5,4.5-5.9,0.60.9,1.8-3.5,87.9-101.4,423-456
