,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Amino-acid,Bactrian,Bactrian,,,,,,Dromedary,Dromedary,,,,,
1,,IS,,TB,LT,ST,SM,BF,IS,,TB,LT,ST,SM,BF
2,Aspartic,,7.87,17.86,8.33,10.43,17.31,11.37,,7.64,6.61,6.36,11.90,9.16,5.89
3,Glutamic,,1.62,1.28,1.94,1.99,1.69,1.41,,3.69,8.24,8.87,9.39,8.54,4.97
4,Serine,,1.62,1.28,1.94,1.99,1.69,1.41,,3.69,2.70,2.21,3.61,3.20,3.16
5,Histidine,,4.23,4.54,3.77,3.01,4.66,1.08,,6.85,5.36,4.07,9.10,6.24,4.94
6,Arginine,,3.37,7.60,12.21,8.87,7.17,5.64,,4.70,5.21,4.14,9.68,6.60,4.49
7,Threonine,,5.85,6.48,9.30,9.18,6.65,7.98,,7.99,6.37,6.66,10.75,10.39,8.35
8,Alanine,,4.22,1.96,2.86,2.15,2.48,1.97,,1.84,2.75,3.07,2.43,1.60,2.20
9,Proline,,9.18,11.65,19.67,15.97,11.95,10.12,,8.63,7.38,7.91,15.11,11.70,7.19
10,Valine,,5.18,6.18,14.46,5.67,6.36,4.83,,4.27,5.73,5.93,10.10,6.22,4.83
11,Tyrosine,,0.04,6.56,7.03,5.67,6.54,4.15,,6.49,6.28,6.85,6.81,6.64,0.33
12,Methionine,,6.62,6.56,7.03,6.85,6.54,6.74,,6.49,6.92,6.86,6.83,6.58,7.00
13,Isoleucine,,0.35,0.33,0.14,6.23,0.27,6.13,,1.09,5.60,5.49,4.36,0.35,5.03
14,Tryptophan,,0.35,0.33,0.14,0.58,0.27,0.56,,1.09,0.44,0.35,0.29,0.35,0.58
15,Leucine,13.74,13.74,13.07,8.14,20.88,13.18,22.99,,6.20,19.55,9.89,8.87,17.61,7.95
16,Phenylalanine,,6.33,5.51,2.79,3.77,11.64,4.74,,7.42,5.38,4.77,6.55,3.71,5.41
17,Lysine,,7.43,5.80,7.08,4.46,6.43,5.02,,4.42,11.13,5.73,6.46,7.80,195.2
18,IEAA,191.1,191.1,186.9,179.5,216.6,202.0,184.9,202.4,202.4,234.5,192.0,228.1,229.0,195.2
