,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Compound (g/L)s,Red wines,,,,,,,,,,,,,
1,,T(E),,M(E),,,TC(E),,,,Az(E),,,C(E),
2,,1997,1998,1997,1998,,1997,,1998,,1997,,1998,1997,199
3,Vitispiranes,9.9,3.7,133.7,12.4,,118.8,,29.1,,196.5,,50.4,123.4,20.4
4,Riesling acetale,6.8,4.4,49.3,12.4,,28.9,,9.3,95.1,95.1,,36.8,90.5,16.5
5,TDN,4.9,1.5,24.7,1.9,,9.6,,1.9,,53.3,,6.1,19.9,2.0
6,-damascenone,5.2,nd,15.6,1.2,,18.3,,0.6,,12.0,,4.1,19.7,1.3
7,Actinidol 1,5.6,nd,35.0,nd,,54.0,,nd,34.5,34.5,,nd,19.9,nd
8,Actinidol 2,4.9,6.7,53.2,24.8,,80.0,,12.4,43.9,43.9,,15.0,nd,6.6
9,Total,37.3,16.3,311.5,52.7,,309.6,,53.3,,435.3,,112.4,273.4,46.8
10,,T(P),,T(B,,,,T(Rd),,,,T(Rg),T(Rg),,TV
11,,1997,1998,1997,,1998,,1977,,1998,,1997,1997,1998,199
12,Vitispiranes,40.6,5.1,86.9,,16.3,,90.3,,2.6,,19.0,19.0,9.0,25.1
13,Riesling acetale,10.9,8.7,47.8,,9.5,,57.3,,8.6,,11.5,11.5,7.2,17.8
14,TDN,7.3,1.1,13.0,,3.4,,19.8,,2.0,,4.0,,2.4,14.6
15,-damascenone,10.1,1.1,12.4,,1.0,,30.8,,nd,,7.2,,1.2,9.9
16,Actinidol 1,6.5,nd,13.0,,nd,,30.8,,nd,,6.3,,nd,15.7
17,Actinidol 2,8.7,6.5,19.1,,6.8,,33.0,,7.2,,8.1,,5.4,16.7
18,Total,84.1,22.5,192.2,,37,,262,,20.4,,56.1,56.1,25.2,99.8
