,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Variety,Ripeness,Elicitor,N dose,Vitamin C,5-CaQAa,DiCaQA I,DiCaQA II,TriCaQA,Q-Tris,Q-Rut,K-Rut,Nar,Nar chalc
1,,,,,(mgkg-1),mgkg-1,(mgkg-1,mgkg-1,mgkg-1,mgkg-1,mgkg-1,mgkg-,mgkg-1,(mgkg-1
2,Caramba,5,Sulfur,Low,368.17,62.34,1.78,4.58,1.81,12.72,16.98,0.34,0.27,8.01
3,,,,Standard,341.80,62.72,1.87,5.42,2.02,11.65,21.04,0.40,0.49,15.69
4,,,Milsana,Low,371.92,62.33,1.72,4.64,1.83,10.93,16.29,0.32,0.32,10.12
5,,,,Standard,316.71,62.20,1.55,4.17,1.58,9.51,11.69,0.20,0.21,6.05
6,,10,Sulfur,Low,362.93,27.39,2.12,4.10,2.17,11.51,10.40,0.21,0.29,6.95
7,,,,Standard,332.60,28.62,2.01,4.10,2.16,10.98,10.69,0.22,0.28,6.94
8,,,Milsana,Low,312.28,29.97,2.29,4.40,2.58,10.30,9.20,0.19,0.21,6.98
9,,,,Standard,326.00,31.03,2.15,4.37,2.15,9.89,8.04,0.16,0.39,8.50
10,Montserrat,5,Sulfur,Low,312.62,90.58,2.31,9.53,3.75,2.29,1.70,<LOQ,<LOQ,<LOQ
11,,,,Standard,311.85,107.16,3.57,15.19,7.02,2.44,2.32,<LOQ,<LOQ,<LOQ
12,,,Milsana,Low,307.67,95.67,2.68,11.78,4.77,3.45,2.22,<LOQ,<LOQ,<LOQ
13,,,,Standard,322.45,105.65,2.71,12.93,5.40,3.41,2.22,<LOQ,<LOQ,<LOQ
14,,10,Sulfur,Low,281.68,74.98,3.82,16.28,9.85,1.13,2.04,<LOQ,<LOQ,<LOQ
15,,,,Standard,271.88,46.21,2.77,8.78,5.11,<LOQb,0.83,<LOQ,<LOQ,<LOQ
16,,,Milsana,Low,293.87,65.26,3.44,14.57,9.18,0.79,1.34,<LOQ,<LOQ,<LOQ
17,,,,Standard,285.08,72.37,3.77,16.82,10.26,1.42,2.23,<LOQ,<LOQ,<LOQ
18,Pera-Girona,5,Sulfur,Low,282.51,69.09,1.81,7.82,3.12,3.23,3.30,0.15,<LOQ,<LOQ
19,,,,Standard,277.61,68.38,2.12,9.80,4.15,2.37,1.76,<LOQ,<LOQ,<LOQ
20,,,Milsana,Low,308.34,76.36,1.54,7.21,2.40,3.17,3.88,0.16,<LOQ,<LOQ
21,,,,Standard,277.49,55.78,1.61,5.84,2.49,1.28,1.21,<LOQ,<LOQ,<LOQ
22,,10,Sulfur,Low,267.00,45.37,2.88,10.69,7.43,2.43,4.38,0.23,<LOQ,<LOQ
23,,,,Standard,268.94,37.29,2.11,7.63,4.12,0.65,0.90,<LOQ,<LOQ,<LOQ
24,,,Milsana,Low,249.29,51.94,2.69,10.14,5.82,2.08,3.74,0.23,<LOQ,0.09
25,,,,Standard,268.65,39.27,2.13,7.22,3.76,<LOQ,0.86,<LOQ,<LOQ,<LOQ
