,0,1,2,3,4,5
0,Fruits/pulp (ripe),N.A.,Thailand,Total phenolicsa,54(mg GAE/100g FW),Patthamakanokporn et al.2008
1,,Solo,Malaysia,Total phenolicsa,0.02mg GAE/100 g FW,Isabelle et al.2010
2,,N.A.,Malaysia,Total phenolicsa,37.9-75.7 (mg GAE/100g FW),Annegowda et al.2013
3,,,,Total Tannins,1.25-3.36(mg CE/100g FW,
4,,,,Total flavonoids,1.48-3.10(mg CE/100g FW,
5,,N.A.,Japan,Total phenolicsa,100-1200(mg GAE/100 g DW,Matsusaka and Kawabata (2010)
6,,N.A.,Brazil,Soluble polyphenolsa,0.11-0.98(mg GAE/100g FW,Faller and Fialho 2010
7,,,,Hydrolysable polyphenols a,0.60-2.08(mg GAE/100 g FW,
8,,N.A.,Brazil,Total phenolicsa,1263(mg GAE/100g DW,Silva et al.(2014
9,,,,Anthocyaninsd,1.87mg/100g DW,
10,,,,Flavonoidsd,Not quantified,
11,,Hawaiian,Fiji,Myricetinb,3(mg/100g FW),Lako et al.(2007)
12,,,,Quercetinb,2(mg/100g FW),
13,,,,Kaempferolb,2mg/100 g FW,
14,,,,Morinb,2mg/100g FW,
15,,,,Fisetinb,<1(mg/100g FW,
16,,,,Isorhamnetinb,<1mg/100g FW,
17,,,,Total anthocyaninb,0.06mg/C-3-G 100g FW,
18,,,,Total phenolicsa,26(mg GAE/100 g FW),
19,,,,Caffeic acide,Not quantified,Jindal and Singh (1975)
20,,,,Gentisic acide,Not quantified,
21,,,,m-coumaric acid e,Not quantified,
22,,,,p-coumaric acid e,Not quantified,
23,,,,Salicylic acide,Not quantified,
24,,,,Quercetine,Not quantified,
25,,Maradol,Mexico,Ferulic acidb,277-187(mg/100g DW),Gayosso-Garcia Sancho et al.2011
26,,,,p-Coumaric acidb,230-136mg/100g DW,
27,,,,Caffeic acidb,176-113(mg/100g DW,
28,,N.A.,Hawaii,Apigeninb,0.01mg/100g FW,Franke et al.2004
29,,,,Luteolinb,0.02 (mg/100 g FW),
30,,,,Kaempferolb,0.01(mg/100g FW),
31,,,,Myricetinb,0.03mg/100g FW,
32,,,,Quercetinb,0.00 (mg/100 g FW),
33,Peel,N.A,Brazil,Soluble polyphenolsa,0.38-0.54 (mg GAE/100 g FW),Faller and Fialho (2010)
34,,,,Hydrolysable polyphenolsa,1.30-1.78(mg GAE/100g FW),
35,,N.A,Japan,Total phenolicsa,132(mg GAE/100g DW,Matsusaka and Kawabata (2010)
36,,Maradol,Mexico,Caffeoyl hexosideb,Not quantified,Rivera-Pastrana et al.(2010)
37,,,,Gallic acid-deoxyhexosideb,Not quantified,
38,,,,Protocatechuic acid-hexoside,Not quantified,
39,,,,Caffeoyl hexose-deoxyhexose,Not quantified,
40,,,,Myricetinb,Not quantified,
41,,,,Quercetinb,Not quantified,
42,,,,Isorhamnetinb,Not quantified,
43,,,,Kaempferolb,Not quantified,
44,,,,Caffeic acidb,4.6-6.8g/100g DW,
45,,,,Rutinb,1.0-1.6g/100g DW,
46,,,,Ferulic acidb,13.3-16.2g/100g DW,
47,Leaves,N.A.,Africa,Protocatechuic acid,0.11mg/g DW,Canini et al.2007
48,,,,p-Coumaric acid,0.33 (mg/g DW),
49,,,,"5,7-Dimethoxycoumarinc",0.14 (mg/g DW),
50,,,,Caffeic acid,0.25 (mg/g DW),
51,,,,Kaempferolc,0.03(mg/g DW,
52,,,,Quercetin,0.04 (mg/g DW),
53,,,,Chlorogenic acid,<0.001(mg/g DW,
54,,N.A.,Malaysia,Total flavonoidsb,126mg/100g DW),Miean and Mohamed (2001)
55,,,,Quercetinb,81.1(mg/100 g DW,
56,,,,Kaempherolb,45.3 (mg/100 g DW),
57,,N.A.,N.A.,Flavonols,0-0.02(mg/100g FW,Duke2011
58,,,,Tannins',0.05-0.06(mg/100g FW),
59,,N.A.,Australia,Total phenolicsa,9.43-23.1(mg GAE/100 g FW),Vuong et al.2013)
60,,,,Total flavonoids,6.44-17.1 (mg CE/100g FW),
61,,,,Saponinsd,26.4-82.9 (mg Aes/g FW),
62,,,,Proanthocyanidinsd,1.91-7.91(mg CE/100g FW,
63,Seeds,N.A.,N.A,,6.35g/100gDW),Marfo.et.al.1986a
