,0,1,2,3,4,5,6,7,8
0,m/z,D,S,m/z,X,x,m/z,X,x
1,175,X,-,329,X,X,623,-,
2,179,-,X,331,,,649,X,x
3,201,X,-,367,X,1,653,-,X
4,215,X,,377,X,,661,-,X
5,217,X,,379,X,1,687,-,X
6,225,-,X,387,-,X,703,X,
7,227,X,,399,X,,711,X,
8,229,X,1,439,X,,712,X,-
9,245,X,,445,X,1,785,-,X
10,267,X,,455,X,-,815,,X
11,269,X,,473,X,X,823,-,X
12,283,X,,474,X,X,863,X,x
13,289,X,,475,-,X,873,X,X
14,290,X,,487,-,,947,-,X
15,293,x,,491,-,x,977,-,X
16,307,-,X,539,X,-,985,-,
17,311,-,X,549,X,X,1035,X,X
18,315,X,-,571,-,X,1036,X,
19,320,X,-,590,-,X,1197,X,1
20,,321X,,609,1,X,1359,X,-
