,0,1,2,3,4,5,6,7,8,9,10
0,,2012,,,,,2013,,,,
1,,Control,Metrafenone,Boscalid-Kresoxim-methyl,Fenhexamid,Mepanipyrim,Control,Metrafenone,Boscalid + Kresoxim-methyl,Fenhexamid,Mepanipyrim
2,Odorant series (OAVs),,,,,,,,,,
3,ripe fruit,174 ab 27.8,13517.2,201b12.6,193b11.7,195b15.2,24533.6,205ef21.4,143f13.9,211 ef20.9,211 ef15.6
4,fresh fruit,126 ab  23.0,32a2.4,138b9.4,132 ab9.0,130 ab  14.2,16515.8,105f  13.9,676.8,10316.7,1067.8
5,lactic,436.7,32a2.4,42a0.9,381.1,421.7,50 ef  5.2,57e 7.9,40f8  6.8,354.3,40fg4.3
6,floral,9.3a  1.6,7.9 a  1.2,9.3 a  0.4,9.30.5,8.11.1,12.9 e  2.0,14.3  0.1,11.2e0.7,13.6   0.3,14.7 e  2.0
7,vinous,5.7a  0.4,4.1 b  0.7,5.7 a  0.2,5.0 ab  0.6,5.6 ab  0.5,4.8   0.9,4.6   0.5,3.4   0.3,3.5 1.1,3.6   0.3
8,Total,358 ab56.7,26923.4,396b22.4,377b20.3,381b31.1,47850.4,386 ef  43.8,26520.0,366g46.2,375fg27.7
9,Phenolic compounds (mg L-1),,,,,,,,,,
10,flavonols,8.20a  0.4,6.26b0.4,6.62b0.3,6.61b0.4,8.410.4,10.1   3.1,10.9e1.7,11.8  2.0,12.2e1.1,8.950.8
11, flavan-3-ol monomers,28.60.1,26.7 ab 0.6,24.6 bc0.5,22.4  0.8,25.6b0.9,14.02.0,14.50.6,19.00.7,13.20.4,13.20.6
12,phenolic acids,62.6 3.9,61.04.1,55.42.4,58.2a3.8,63.4 a  2.8,86.5   22.8,79.8   0.4,79.6   0.2,80.10.4,75.4  1.4
13, monomeric anthocyanins,232 a  10.3,2132.6,230 a 4.7,20116.5,148 b6.3,177 10.2,191 ef  36.9,280 f  64.3,228 ef  13.7,250 ef  24.6
14,Total,332a9.4,307 bc6.5,316 ab.5.0,28813.1,245  3.6,288 38.1,29639.7,390   67.2,334e15.5,347e27.3
15,CIELab parameters,,,,,,,,,,
16,Cab*,29 ab  2.5,31bc0.4,200.1,41 cd  2.0,49   1.0,550.7,542.0,540.1,560.7,550.2
17,L*,70 ab 2.5,67 ab 1.5,78 b  0.2,622.0,49 2.8,410.6,46 ef1.9,49 f  0.4,44 ef  1.1,48 f 0.4
18,hab,40.7,40.2,10b0.6,50.2,6a0.8,14 0.2,11f 0.9,9 fg0.2,11f0.1,7 0.2
