,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,5p level,,,25p level,,,50p level,,,75p level,,,95p level,,
1,Age,Male,Female,Average,Male,Female,Average,Male,Female,Average,Male,Female,Average,Male,Female,Average
2,3-5,0.678a,0.961,0.801,0.944,1.337,1.115,1.237,1.752,1.460,1.756,2.486,2.073,3.113,4.407,3.674
3,6-11,1.466,0.985,1.230,2.041,1.371,1.712,2.673,1.795,2.242,3.794,2.548,3.182,6.725,4.517,5.642
4,12-18,1.167,0.982,1.085,1.624,1.367,1.510,2.128,1.790,1.978,3.020,2.541,2.807,5.354,4.505,4.976
5,19 - 29,0.913,0.645,0.811,1.270,0.897,1.129,1.664,1.175,1.478,2.362,1.668,2.098,4.187,2.957,3.719
6,30 - 49,1.177,0.911,1.069,1.639,1.268,1.488,2.146,1.661,1.949,3.047,2.358,2.766,5.401,4.180,4.904
7,50 - 64,1.561,0.950,1.283,2.174,1.323,1.786,2.847,1.733,2.339,4.041,2.460,3.320,7.164,4.361,5.885
8,62<,1.223,0.804,0.988,1.702,1.119,1.375,2.230,1.466,1.801,3.165,2.081,2.557,5.611,3.689,4.532
9,Average,1.147,0.826,1.005,1.596,1.150,1.399,2.091,1.507,1.832,2.968,2.138,2.601,5.261,3.791,4.610
