,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Peak n,Rta(mean),Amax(nm),[H-M]-(m/z),Fragments(m/z,Compounds,,Faba bean varietybe,,,Faba bean varietybe,,,,,
1,,,,,,,SAN,SAG,LO,PI,RM,ALA,RET,VB,HBA,HBB
2,1,10.6,277,593,305,Prodelphinidin dimer,,1,-,,*,*,1*,*,*,*
3,2,17.4,277,593,"305, 289",Prodelphinidin dimer,1*,1,-,,*,*,1*,*,*,*
4,3,19.5,277,577,289,Prodelphinidin dimer,1*,1,1*,,*,*,1*,*,*,*
5,4,23.0,279,289,,(+)-Catechin,*,*,1*,,*,*,1*,*,*,*
6,5,30.2,280,577,289,Procyanidin dimer,*,*,1*,*,*,*,*,*,*,*
7,6,30.2,280,865,"577,289",Procyanidin trimer,*,*,*,,*,*,*,*,*,*
8,7,33.9,279,289,,-)-Epicatechin,*,*,*,*,*,*,*,*,*,*
9,8,35.9,280,577,289,Procyanidin dimer,*,*,*,*,1*,1*,*,*,*,*
10,9,46.0,"354, 300(s, 256",609,301,Quercetin 3-O-rutinoside,*,*,*,*,1*,1*,*,*,*,*
11,10,47.6,"267,295s,339",431,,Apigenin 7-0-galactoside,*,*,*,*,*,*,*,*,*,*
12,11,51.2,"267, 295(s), 339",431,,Apigenin 7-O-glucoside,*,*,*,*,*,-,1*,1*,*,*
13,12,54.0,"354, 300(s), 256",463,301,Quercetin 3-O-galactoside,*,*,*,*,*,-,1*,1*,*,*
14,13,56.1,"349, 300(s), 261",479,317,Myricetin-3-O-glucoside,*,*,*,*,*,1*,*,*,*,*
15,14,58.3,"354, 300(s), 256",,301,Quercetin derivative,*,*,*,*,*,1*,1*,1*,*,*
16,15,63.3,"354, 300(s), 256",447,285,Quercetin 3-O-glucoside,*,*,*,*,*,*,1*,1*,*,*
17,16,67.4,"371, 255",463,301,Myricetin,*,*,*,,*,*,*,*,*,*
