,0,1,2,3,4,5,6,7,8,9,10
0,,,Minerals (mg/100 g dm),,,,,,,,
1,No.,cultivars,Macroelements,,,,,Microelements,,,
2,,,Na,K,Ca,Mg,Mg,Fe,Cu,Zn,Mn
3,Skins,,,,,,,,,,
4,1,Bot.-Ljubitel.,13.64  0.15,779.79  46.4,28.23 1.27 j-n,38.00  0.90 jk,,2.83  0.02 L,0.66 0.01 o,1.20 0.011,1.25 0.03 rs
5,,,ef,bc,,,,,,,
6,2,Golden Rain,15.87  0.48,542.66  50.2,19.690.03 l-n,22.26 0.62 q-,,1.91 0.04 m-,1.45 0.02 j,1.250.011,1.01 0.02
7,,,cd,jk,,S,S,,,,uv
8,3,Luczistaja,4.85  0.13 m-,375.50  33.8,23.89 1.00 k-,26.70  0.74 m-,,1.92  0.02 m-,0.29  0.01,1.27  0.011,1.01  0.01
9,,,p,qr,n,9,9,0,uv,,uv
10,4,Maryja,4.460.07 n-,573.68  63.7 ij,18.910.52l-n,25.080.84 o-,,2.420.05 lm,0.24  0.01,0.980.01 ,1.22  0.01 st
11,,,p,,,,r,,VW,,
12,5,Podarok Sadu,5.69 0.81 l-n,374.84  63.8,25.012.87 k-,28.02  1.16 m-,,2.53 0.04 lm,1.180.01 k,1.410.02i,1.280.03 qr
13,,,,qr,n,q,q,,,,
14,6,Prozrocznaja,5.62  0.57 l-n,871.92  57.0,25.86  1.93 k-,29.48  0.51 m-,,2.22  0.02 l-n,0.720.01 n,1.37  0.01 j,1.18 0.03 st
15,,,,bc,n,p,p,,,,
16,7,Tatiana,6.080.01k,443.22  63.6,23.54  0.13 k-,32.70  0.50 k-,,4.52  0.03 j,0.43 0.01 r,1.210.011,1.34  0.02
17,,,n,lm,n,m,m,,,,pq
18,Flesh,,,,,,,,,,
19,1,Bot.-Ljubitel.,7.860.17i-k,624.93  73.6,11.25 0.55 m,30.83  0.83 l-p,,1.27 0.03 o,0.45 0.01 r,1.270.011,1.06 0.01 u
20,,,,gh,,,,,,,
21,2,Golden Rain,19.920.06 b,653.64  86.6,10.10  0.19 m,18.64  0.94 s,,1.38  0.03 o,0.80  0.01,1.24  0.01 1,0.830.04w
22,,,,fg,,,,,m,,
23,3,Luczistaja,5.74  0.01 L-,436.81  77.9,16.06  0.12 m,22.64  1.07 q-,,1.33 0.03 o,0.21  0.01,1.150.01,0.88  0.01
24,,,n,ln,,,S,,WX,m,VW
25,4,Maryja,5.730.41L,747.5365.1,14.710.79 m,35.90 1.75 j-l,,1.600.04 no,0.170.01x,0.660.01 s,1.22 0.04 st
26,,,n,cd,,,,,,,
27,5,Podarok Sadu,7.060.13 j-l,873.60  92.3,12.00  0.57 m,36.69  0.99 j-l,,1.480.02 no,0.58 0.01,0.92 0.01,1.20  0.02 st
28,,,,be,,,,,pq,P,
29,6,Prozrocznaja,7.96  0.01 ij,913.39  90.1,14.68  0.12 m,32.13  0.13 k,,1.540.01 no,0.55 0.02,1.29  0.01,1.110.02 tu
30,,,,bc,,n,n,,pq,kl,
31,7,Tatiana,10.99  0.84,1310.80  63.5,14.21  1.17 m,57.51  0.17 i,,3.71  0.10 k,0.36  0.01 t,1.14  0.01,1.58  0.04
32,,,gh,a,,,,,,m,no
33,Endocarp,Endocarp,,,,,,,,,
34,1,Bot.-Ljubitel.,17.100.12 c,684.25  57.3,57.14 0.84 h-,31.04  1.75 1-o,,2.74  0.01 L,1.67  0.02 g,1.59  0.01 g,1.75 0.03
35,,,,ef,k,,,,,,Im
36,2,Golden Rain,16.970.14 c,542.52 43.1,52.411.40h-l,26.300.58 n-,,2.450.01 lm,1.600.02 h,1.540.01,1.420.01
37,,,,jk,,q,q,,,,op
38,3,Luczistaja,15.02  0.10,638.16  60.1,56.04  1.72 h-,19.01  1.23 rs,,2.63  0.01 lm,0.93  0.01 L,1.52  0.01,1.39  0.02 p
39,,,de,fg,k,,,,,h,
40,4,Maryja,15.54  0.23,894.14  57.3,42.63  1.03 i-,28.221.43m-,,2.570.01 lm,1.590.02 h,1.38 0.01 j,1.69  0.01
41,,,cd,bc,m,,9,,,,mn
42,5,Podarok Sadu,15.74 0.04,791.10  34.5,58.99  1.70 h-,26.84  1.03 m-,,2.560.01 Im,1.50  0.02 i,1.50  0.01,1.68  0.02
