,0,1,2,3,4,5,6
0,Element,Country,Meat,Offal,Meat products,Delicatessen,Reference
1,,Spain,,16.63,,,"Lopez-Alonso et al., 2016"
2,,Spain,48 4,,,,"Miranda et al.,2018"
3,Pb (g kg~1),Lebanon,3.03 5,,,,"Nasreddine et al.,2010"
4,,United Kingdom,<3,65,5,,"Rose et al., 2010"
5,,Sweden,,,4,,"Becker et al.,2011"
6,,Spain,,,,34/462,"Martorell et al., 2011"
7,,France,9,20,,126,"Millour et al.,2012"
8,,Serbia,,,,126,"Mitic et al.,2012"
9,,Taiwan,13/93,,,,"Chen et al.,2013"
10,,China,29 /2013,,,,"Liang et al., 2019"
11,Se (mg kg1),United Kingdom,0.14,0.77,0.14,,"Rose et al., 2010"
12,,Sweden,,,0.071,,"Becker et al., 2011"
13,,France,0.042,0.330,,0.049,"Noel et al., 2012"
14,,Taiwan,0.212/0.139 3,,,,"Chen et al.,2013"
15,,Spain,,0.53,,,"Lopez-Alonso et al.,2016"
16,,Spain,0.097,,,,"Galvez et al.,2019"
17,Zn(mg kg~1),Lebanon,44.55,,,,"Nasreddine et al.,2010"
18,,United Kingdom,64.8,46.7,23.0,,"Rose et al., 2010"
19,,France,36.2,64.0,,22.8,"Noel et al., 2012"
20,,Serbia,,,,15.718 6,"Mitic et al.,2012"
21,,Croatia,22.2/51.7 3,13.4,,,"Bilandzic et al.,2013"
22,,Spain,,41.04,,,"Lopez-Alonso et al.,2016"
23,,Serbia,26.2 8,,,16.76,"Djinovic-Stojanovic et al.,2017"
24,,Spain,48,,,,"Galvez et al.,2019"
