,0,1,2,3,4,5,6,7,8,9,10
0,CIREF genotype,TAC (mmol/L TE/kg FW),TAC (mmol/L TE/kg FW),,TPh (mg gallic acid/kg FW),,TPh (mg gallic acid/kg FW),,ACy (mg Pel-3-glu/kg FW),ACy (mg Pel-3-glu/kg FW),
1,,2008,2009,2010,2008,,2009,2010,2008,2009,2010
2,Cirafine,11.75a,17.99c,15.06P,938e,938e,946e,1705f,355a,556a,600f
3,Clery,7.82cd,20.31b,18.26fg,1243c,1243c,1675b,1506i,277c,393d,490h
4,Darselect,10.43b,23.10a,16.79jkl,.2027a,.2027a,2447a,1334lm,273c,315e,299p
5,Louis Gauthier,9.05c,18.27c,18.18fgh,121gcd,121gcd,1540c,1432jkl,202d,234f,178$
6,Madame Moutot,8.13cd,17.67c,20.76d,1109d,1109d,1363d,1815e,336ab,519b,814a
7,Mara des bois,11.39ab,21.45b,16.35lmn,1169cd,1169cd,1294d,1324lmn,176d,188f,335lmn
8,Rabunda,7.20d,20.64b,16.26lmn.,1184cd,1184cd,1621bc,1569hi,303bc,446c,383k
9,Docteur Morere,10.15b,20.34b,19.33e,1662b,1662b,1783b,2577a,201d,215f,176s
10,Charlotte,12.35a,-,16.54klmn,1112d,1112d,-,1465i,257b,,622ef
11,Addie,-,-,19.53e,,-,-,1676fg,,,548g
12,Camarosa,-,-,19.52e,,-,-,1686f,-,,776b
13,Candonga,-,-,24.74a,,-,-,2641a,,-,432i
14,Capitola,-,-,15.99mno,,-,-,1856e,,-,507h
15,Ciflorette,-,-,18.54e,,-,-,1683f,,-,266q
16,Cifrance,,-,21.2gcd,,-,-,2672a,-,-,624e
17,Cigaelle,-,-,21.72c,,-,-,2066d,-,-,223r
18,Cigaline,-,-,15.43op,,-,-,1365kl,=,-,439ij
19,Cigoulette,-,-,17.23ijk,,-,-,1467i,-,-,451i
20,Cijosee,-,-,15.93no,,-,-,1849e,=,-,5478
21,Ciloe,,-,16.71kl,,-,-,1525i,-,-,349lm
22,Cirano,-,-,18.02fgh,,-,-,1434ik,-,-,418i
23,Dover,-,-,18.15fgh,,-,-,1580ghi,,-,720c
24,Elsanta,-,-,18.24fg.,,-,-,1652fgh,-,-,487h
25,Favette,-,,17.50hij,,-,-,2120d,11,-,497h
26,Florence,-,-,21.29cd,,-,-,2405b,11,-,637e
27,Gariguette,-,,17.55ghi,,-,-,1265mn,-,-,345lm
28,Matis,-,,15.87no,,-,-,9980,-,-,329mno
29,Ostara,-,-,23.79b,,-,-,2223c,-,-,679d
30,Pajaro,-,,13.959,,-,-,969o,-,-,3541
31,Seascape,,11,16.71klm,,,-,1230n,,-,305op
32,Sweet Charlie,-,11,17.10ijk,,-,-,1313mn,-,-,31gnop
