,0,1,2,3,4,5,6,7,8,9,10
0,MILK PRODUCTS AND DISHES,7,250.0,250.0,89.8,11.32.0,10.0,10.0-15.0,28.2  4.9,25.0,25.0-37.5
1,Dairy Substitutes,7,250.0,250.0,89.8,11.3  2.0,10.0,10.0-15.0,28.2  4.9,25.0,25.0-37.5
2,"Dairy Milk Substitutes,Unflavoured",7,250.0,250.0,89.8,11.32.0,10.0,10.0-15.0,28.2  4.9,25.0,25.0-37.5
3,"Milk,oat,fluid",2,250.0,250.0,93.9,11.0 -,12.5,10.0-15.0,31.3  -,31.3,25.0-37.5
4,"Milk, rice,fluid, calcium & protein enriched",1,250.0,250.0,84.2,11.0 -,11.0,0.0,27.5,27.5,0.0
5,"Milk,rice,fluid,calcium enriched",4,250.0,250.0,89.2,10.81.5,10.0,10.0-13.0,26.9  3.8,25.0,25.0-32.5
6,SOUp11,5,250.0,250.0,86.4,10.01.7,11.0,7.0-11.0,25.0  4.3,27.5,17.5-27.5
7,"Soup (Prepared, Ready to Eat)",5,250.0,250.0,86.4,10.5-,11.0,7.0-11.0,26.3 -,27.5,17.5-27.5
8,Soup Containing Chicken,2,250.0,250.0,82.3,10.5-,10.5,10.0-11.0,26.3 -,26.3,25.0-27.5
9,"Soup, chicken, canned,with wholegrain ingredients",2,250.0,250.0,82.3,10.5  -,10.5,10.0-11.0,26.3  -,26.3,25.0-27.5
10,Other Vegetable-Based Soup,3,250.0,250.0,89.1,9.7  2.3,11.0,7.0-11.0,24.2  5.8,27.5,17.5-27.5
11,"Soup,vegetable,canned, with wholegrain ingredients",3,250.0,250.0,89.1,9.7 2.3,11.0,7.0-11.0,24.2  5.8,27.5,17.5-27.5
12,SNACK FOODS,19,28.8,24.7,2.4,52.2  22.8,53.0,30.0-100.0,13.37.1,13.2,6.932.9
13,Corn snacks,12,26.3,24.7,2.7,48.8  28.3,30.0,30.0-100.0,12.6  9.0,7.1,6.9-32.9
14,Corn chips,8,27.0,23.4,1.4,30.00.0,30.0,0.0,7.00.1,7.0,6.9-7.1
