,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Classification,Name,CAS,Code,Contents (mg/kg),Contents (mg/kg),,,,,,,,,,,,
1,,,,name,Unroasted,100/,120/,140/,140/,140/,160/,160/,160/,180/,180/,180/,200/,220/
2,,,,,,20,20,10,20,30,10,20,30,10,20,30,20,20
3,Glucosinolate,(CH32 C=CHCN,4786-24-7,A1,5.38,2.96,3.68,4.81,2.96,8.84,10.10,18.26,8.10,8.45,8.62,8.51,6.19,4.64
4,degradation,4-Isothiocyanato-1-butene,3386-97-8,A2,5.38,4.02,3.27,2.07,2.96,2.98,2.71,3.21,2.00,3.02,3.12,2.62,0.00,0.00
5,products,5-Hydroxymethylfurfural,67470,A3,0.72,1.27,0.54,0.45,0.37,0.22,0.09,0.14,0.19,0.00,0.00,0.00,0.00,0.00
6,,6-Methylsulfanylhexanenitrile,72931294,A4,1.16,1.27,1.10,1.07,1.01,0.70,0.43,0.57,0.27,0.36,0.20,0.15,0.10,0.08
7,,5-(Methylthio)-pentanenitrile,59121-25-4,A5,1.53,2.07,2.08,1.91,1.81,1.70,0.00,1.50,1.59,2.38,0.97,0.95,0.94,0.54
8,,Octanenitrile,124129,A6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.14,0.63,0.52,0.36,0.00,0.00
9,,Benzylnitrile,140294,A7,0.58,0.00,0.00,0.00,0.00,0.00,0.56,0.33,0.69,0.63,0.52,0.33,0.00,0.00
10,,Isoamyl cyanide,542541,A8,0.58,0.45,0.60,1.02,0.80,0.44,0.18,0.13,0.16,0.13,0.45,0.07,0.08,0.09
11,,Benzenepropanenitrile,645-59-0,A9,3.43,2.96,3.28,2.21,2.78,0.00,0.85,2.07,1.98,1.80,3.39,5.67,3.99,1.35
12,,Dimethyl trisulfide,3658808,A10,0.11,2.96,1.28,1.10,0.80,0.77,1.28,0.98,0.47,0.00,0.00,0.00,0.00,0.00
13,,"2,4-Pentadienenitrile",1615-709,A11,0.11,0.21,0.21,0.35,0.38,0.37,0.57,0.52,0.40,0.24,0.25,0.25,0.28,0.35
14,,Dimethyl disulfide,624920,A13,0.06,0.25,0.20,0.17,0.17,0.26,0.18,0.14,0.22,0.11,0.12,0.13,0.08,0.07
15,,2-Pentenenitrile,13284-42-9,A14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.13,0.10,0.15,0.07,0.04,0.02
16,,2-Thiopropionitrile,54096-45-6,A15,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,,Allyl isothiocyanate,5767,A16,0.36,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.21,0.00,0.00,0.00,0.00,0.32
18,, Sulforaphane nitrile,61121662,A17,0.23,0.00,0.00,0.00,0.00,0.00,0.22,0.34,0.21,0.37,0.30,0.44,0.32,0.32
19,,"1-Cyano-4,5-epithiopentane",58130-94-2,A18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00
20,,2-Isothiocyanatoethylbenzene,225792,A19,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,,2-Isothiocyanato-butane:,4426-79-3,A20,0.06,0.36,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,,4-(Methylthio)-butanenitrile,59121-24-3,A21,0.00,0.00,0.00,0.00,0.00,1.07,1.22,1.25,1.31,2.03,0.00,0.00,0.00,0.00
23,,o-Tolunitrile,529-19-1,A22,0.00,0.00,0.00,0.00,0.00,0.24,0.38,0.47,0.44,0.00,0.00,0.00,0.37,0.00
24,,5-Methyl-hexanenitrile,19424-34-1,A23,0.20,0.19,0.22,0.23,0.21,0.24,0.38,0.47,0.44,0.38,0.28,0.22,0.18,0.21
25,,"2,5-Dimethyl-pyrazine",,,18.32,19.39,16.51,15.41,17.53,17.59,20.69,30.54,18.30,20.88,19.10,19.96,12.57,7.67
26,Pyrazines,"2,5-Dimethyl-pyrazine",123-32-0,B1,0.00,1.20,2.65,3.07,3.87,5.89,5.28,8.23,7.40,6.30,5.95,5.12,3.23,3.46
27,,"3-Ethyl-2,5-dimethyl-pyrazine",13360-65-1,B2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,1.78,2.92,1.85,0.00
28,,"2,3,5-Trimethyl-pyrazine",14667-55-1,B3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.26,2.30,0.72,0.00
29,,2-Methyl-pyrazine,109-8-0,B4,1.65,1.52,1.88,1.76,1.95,1.65,1.60,3.65,1.88,1.43,1.08,1.11,1.03,1.17
30,,2-Ethyl-6-methyl-pyrazine,22047263,B5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,1.05,0.60,0.31,0.69
31,,2-Ethyl-6-methyl-pyrazine,13925-3-6,B6,0.00,0.00,0.00,1.39,0.66,0.93,1.12,2.25,1.29,1.38,1.01,2.76,2.80,2.18
32,,"2,3-Dimethyl-pyrazine",5910-89-4,B8,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.75,0.79,0.69,0.96,0.41,0.58,0.48
33,,"3,5-Diethyl-2-methyl-pyrazine",181385-1,B8,0.00,0.05,0.00,0.08,0.00,0.00,0.18,0.00,0.31,0.82,0.37,0.41,0.00,0.00
34,,Ethylpyrazine,1392503,B9,0.00,0.00,0.00,0.90,0.00,0.69,0.00,0.00,0.45,0.37,0.31,0.32,0.38,0.42
35,,"2,3-Diethyl-5-methylpyrazine",18138-4-0,B10,0.00,0.04,0.00,0.00,0.01,0.07,0.00,0.00,1.83,0.29,0.11,0.16,0.20,0.00
36,,2-Ethenyl-5-methyl-pyrazine,1392581,B11,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.19,0.15,0.10,0.07,0.00,0.00
37,,2-Ethyl-5-methyl-pyrazine,13360-64-0,B12,0.00,0.00,0.00,0.00,1.83,1.66,2.40,3.60,1.80,0.00,0.00,0.00,0.00,0.00
38,,"2,6-Diethylpyrazine",13067271,B13,0.83,0.82,0.88,1.24,1.57,1.27,2.55,3.40,2.74,0.00,0.00,0.00,0.00,1.84
39,,2-Isobutyl-3-methoxypyrazine,24683-00-9,B14,0.00,0.08,0.00,0.24,0.25,0.26,0.49,0.45,0.37,0.27,0.00,0.00,0.00,0.00
40,,"2,6-Dimethyl-pyrazine",108-50-9,B15,0.00,0.00,0.00,0.00,0.00,0.00,2.51,5.87,3.10,0.00,0.00,0.00,0.00,0.00
41,,2-Ethyl-3-methylpyrazine,15707-230,B16,0.00,0.00,0.00,2.40,2.30,1.20,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,,Acetylpyrazine,22047252,B17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.20,0.26,0.77
43,,"2-(1-Methylethenyl)-Pyrazine,",38713-416,B18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00
