,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,No.,roi,RI,Loureiro,,,,,,Alvarinho,,,,,
1,,,,,WI,,W2,,W3,,W1,,W2,,W3,
2,,,,,C/(gL-1,,C/(ugL-1,+,C/(gL-1,,C/(gL-1,,C/gL-1,+,C/(gL-1,+
3,Cg-compounds(5,,,,,,,,,,,,,,,
4,1-Hexanol,1,a,1348,972.2,145.9,976.8,109.4,1195.6,689.5,869.5,137.1,739.5,152.0,765.5,91.7
5,(E)-3-hexen-1-ol,23,a,1358,33.6,56.9,29.6,11.6,233.0,139.9,57.6,17.8,46.6,4.9,49.8,9.3
6,(Z-3-hexen-1-ol,23,a,1379,33.6,11.3,29.6,3.9,35.0,22.4,90.4,17.8,71.3,4.8,72.7,10.7
7,(E-2-hexen-1-ol,4,a,1400,tr,,0.2,0.7,tr,,,,tr,,0.2,0.2
8,Z)-2-hexen-1-ol,5,a,1410,2.3,0.8,2.0,0.5,2.4,1.4,0.9,0.2,0.8,0.1,0.7,0.2
9,Total,,,,1214.3,,1191.3,,1466.0,,1018.4,,858.2,,888.9,
10,Alcohols (23),,,,,,,,,,,,,,,
11,2-Methyl-3-buten-2-ol,6,,1068,2.6,0.0,6.7,2.8,7.8,2.7,?,,3.7,0.9,2.8,0.7
12,2-Methyl-1-propanol,1,a,1082,1233.1,535.3,775.1,100.2,932.7,689.9,1435.0,141.1,1067.2,344.2,986.6,143.8
13,1-Butanol,8,a,1140,22.7,14.0,18.3,1.8,20.9,13.7,68.6,9.5,50.0,15.0,47.2,7.0
14,2-Methyl-1-butanol+3-methyl-1-butanol,9,a,1164,45.5,18.6,41.6,10.6,55.6,31.6,53.9,15.3,52.4,11.7,49.8,3.3
15,2-Methyl-1-butanol+3-methyl-1-butanol,10+11,a,1204,58 535.5,28686.6,54741.1,12317.2,64583.2,3058.8,74488.5,25717.8,71637.3,29248.7,65 672.3,23675.9
16,3-Methyl-3-buten-1-ol,12,a,1243,4.3,1.9,3.6,0.9,2.4,1.1,5.5,0.9,4.1,1.6,3.5,1.1
17,2-Methyl-1-pentanol,13,a,1244,6.5,3.2,6.5,2.9,13.4,16.7,11.6,2.7,10.0,4.5,10.7,1.8
18,4-Methyl-1-pentanol,14,a,1298,?,,0.6,0.1,0.3,0.6,,,,,,
19,4-Methyl-1-pentanol,15,a,1309,26.8,6.8,24.3,3.7,29.6,14.6,37.5,6.5,32.5,4.9,32.2,3.5
20,(Z)-2-penten-1-ol,16,a,1313,0.7,0.3,0.3,0.1,0.4,0.3,0.7,1.4,0.4,0.3,0.6,0.1
21,3-Methyl-2-buten-1-ol+2-heptanol,17+18,a,1316,2.5,0.9,2.8,0.7,3.8,2.9,2.3,1.4,1.3,0.3,1.3,0.5
22,3-Methyl-1-pentanol,19,a,1322,65.5,16.5,54.5,29.1,75.1,38.8,140.3,32.7,113.7,8.7,118.6,19.3
23,3-Ethoxy-1-propanol,20,a,1369,66.5,41.6,58.2,7.4,56.8,41.7,75.5,16.6,54.2,11.5,48.6,6.1
24,1-Octen-3-ol,21,a,1445,1.1,0.1,1.0,0.4,1.1,0.3,0.7,0.4,0.6,0.3,0.7,0.2
25,1-Heptanol,22,a,1449,16.4,3.3,14.7,0.9,16.6,3.4,13.7,2.4,12.3,2.8,12.0,0.3
26,2-Nonanol,23,a,1541,1.0,1.3,1.0,0.3,1.1,2.7,1.5,0.7,2.7,5.1,1.5,1.1
27,3-(Methylthio)-1-propanol,24,a,1552,9.5,0.6,13.5,11.8,10.8,55.5,6.2,1.6,8.3,0.6,7.7,1.2
28,3-(Methylthio)-1-propanol,25,a,1709,103.4,67.2,79.8,11.8,84.5,55.5,135.2,25.3,98.5,20.6,87.1,8.3
29,Benzyl alcohol,26,a,1869,5.2,1.2,18.2,8.3,16.2,9.6,5.9,1.2,13.7,1.8,36.4,3.2
30,2-Phenylethanol,27,a,1908,28 196.3,21202.6,23 561.6,3908.8,31281.4,14343.7,20507.9,4319.5,15 894.8,6174.5,16464.7,8149.2
31,Tyrosol,28,a,3008,127.1,65.8,152.1,30.8,222.6,157.7,61.7,25.4,123.0,30.0,142.9,31.9
32,Total,,,,88 472.2,,79575.5,,97416.3,,97052.2,,89180.7,,83 727.2,
33,Total**,,,,1740.4,,1272.8,,1551.7,,2055.8,,1648.6,,1590.2,
