,0,1,2,3,4,5,6,7,8
0,Variety,Availability in%,,,,,,,
1,,Kernel,,,,,,,
2,,Mg,Ca,Cu,Mn,,Fe,,Zn
3,Mayon#1,58.3  0.gabc,17.2  0.3bc,13.8  0.2a,2.60  0.11bc,2.60  0.11bc,0.66  0.04c,0.66  0.04c,2.37  0.16abc
4,Orbase,59.9  1.7ab,20.2  1.2ab,13.4  0.6ab,3.56  ,0.25a,0.92 ,0.09a,2.69  0.26bc
5,Magayon,54.4  0.6c,16.6  0.5bc,12.1  0.4bc,2.55  0.13c,2.55  0.13c,0.63  0.07c,0.63  0.07c,1.52  0.16c
6,Magnaye,58.1  0.3abc,22.5  1.2a,12.5  0.3abc,3.28  0.09abc,3.28  0.09abc,0.81,0.02ab,1.98  0.13bc
7,Lanuza,56.3  1.1bc,22.2  1.2a,11.8  0.5bc,3.61  0.38a,3.61  0.38a,0.74 ,0.03ab,3.22  0.32a
8,Laysa,60.0  1.0ab,13.7  0.3c,14.0  0.2a,3.46  ,0.08ab,0.67  ,0.09ab,2.70  0.11ab
9,M.Orolfo,61.2  1.1a,19.8  0.2b,11.3  0.3c,3.02  0.08abc,3.02  0.08abc,0.60  0.05c,0.60  0.05c,1.76  0.06c
10,P,,**,,,,,,
11,n,4,4,4,4,,4,,4
