,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Product,DM,Fat,,Polar lipids,,,,,Polar lipid species(% of total polar lipids),,,,
1,,g/100g,g/100g,mg/100g,g/100g DM,g/100g fat,PE,PS,PI,PC,GluCer,LacCer,SM,SPH
2,Milk,,,,,,,,,,,,,
3,Raw,12.60,4.15,29.4,0.23,0.7,42.0,6.7,4.8,19.1,2.7,6.7,17.9,27.3
4,Pasteurized semi-skimmed,10.60,1.46,18.8,0.18,1.3,35.0,8.9,7.9,20.2,4.8,6.2,17.0,27.9
5,UHT full fat,12.48,3.47,21.2,0.17,0.6,34.0,9.1,7.9,20.5,2.9,6.2,19.5,28.5
6,UHT semi skimmed,10.52,1.53,14.2,0.13,0.9,33.0,7.9,4.8,22.0,2.2,7.2,22.9,32.3
7,UHT skimmed,9.18,0.12,12.8,0.14,10.7,38.2,9.9,5.5,19.6,1.8,8.3,16.7,26.8
8,Sterilized semi-skimmed,10.18,1.57,16.0,0.16,1.0,34.3,7.7,5.1,24.2,3.0,8.3,17.4,28.7
9,Cream pasteurised,45.15,39.23,138.9,0.31,0.4,40.0,8.2,8.2,20.7,3.7,5.3,13.9,22.9
10,Non-sweetened condensed milk,26.67,7.80,75.1,0.28,1.0,34.6,8.6,8.5,22.2,1.5,7.6,16.9,26.0
11,Butter,,,,,,,,,,,,,
12,Batch,84.81,83.09,141.0,0.17,0.2,37.6,8.2,4.3,20.9,3.6,8.1,17.2,28.9
13,Continuous,84.34,81.44,181.6,0.22,0.2,36.5,8.1,6.5,20.2,2.7,5.8,20.2,28.7
14,Light,46.07,41.91,3.6,0.01,<0.1,29.0,10.5,11.7,20.4,2.5,7.7,18.3,28.4
15,Fermented products,,,,,,,,,,,,,
16,Buttermilk-sweet,8.01,0.42,91.8,1.15,21.8,42.9,8.6,8.9,19.1,1.6,6.1,12.8,20.5
17,Buttermilk-sour,7.69,0.50,115.5,1.50,23.1,44.8,9.1,6.8,17.3,2.2,7.6,12.1,21.9
18,Yoghurt skimmed,9.27,0.32,17.9,0.19,5.5,31.1,7.9,6.3,19.9,2.6,7.4,24.9,34.9
19,Kefir semi-skimmed,10.16,1.50,34.0,0.33,2.3,40.3,7.0,5.5,20.7,2.0,6.3,18.3,26.5
20,Cheese,,,,,,,,,,,,,
21,Ricotta,24.08,10.36,278.8,1.16,2.7,45.4,5.8,4.4,15.8,3.0,11.3,14.2,28.5
22,Quark-skimmed,13.16,0.13,32.4,0.25,24.7,39.1,5.9,3.9,18.7,2.6,10.4,19.4,32.4
23,Quark-cream,19.35,6.83,58.1,0.30,0.9,40.1,7.0,5.6,19.1,3.2,6.3,18.8,28.3
24,Cottage cheese,20.18,4.40,55.8,0.28,1.3,34.2,9.5,9.4,21.7,2.0,6.6,16.7,25.2
25,Sphingolipid quark mix,21.93,4.55,479.5,2.19,10.6,41.8,6.9,5.5,21.1,2.0,6.0,16.7,24.6
26,Fresh cheese,37.58,27.05,148.9,0.40,0.6,39.9,8.2,6.5,21.7,3.4,6.1,14.1,23.7
27,Mozzarella(buffalo,40.48,23.54,115.3,0.28,0.5,42.5,5.6,5.7,19.4,4.5,7.8,14.6,26.9
28,Gouda Light 8 weeks,54.22,21.10,93.9,0.17,0.4,39.1,7.7,6.1,20.5,1.9,6.1,18.5,26.5
29,Gouda 8 weeks,58.41,30.80,151.0,0.26,0.5,39.2,7.2,6.8,20.6,1.8,9.0,15.5,26.3
30,Gouda 36 months,70.51,36.13,147.1,0.21,0.4,36.8,8.6,7.9,19.9,1.3,7.6,17.9,26.8
31,Cheddar,62.05,32.51,153.9,0.25,0.5,38.0,8.5,7.7,20.3,2.4,6.9,16.3,25.6
32,Camembert,50.56,24.13,123.3,0.24,0.5,28.3,8.6,6.7,22.8,5.9,12.7,14.9,33.5
33,Emmenthal,61.88,26.68,109.7,0.18,0.4,36.9,8.9,6.5,21.2,3.8,9.1,13.5,26.4
34,Parmigiano 24 months,71.43,30.41,110.9,0.16,0.4,24.6,7.9,5.3,19.7,5.1,11.7,25.7,42.4
35,Whey,,,,,,40.6,,,,,,,
36,Mozzarella,6.70,0.31,19.1,0.29,6.2,40.6,9.3,4.6,19.1,2.3,8.5,15.7,26.5
37,Cheddar,6.65,0.33,17.6,0.26,5.3,41.1,9.3,3.7,19.0,1.6,8.9,16.4,26.9
