,0,1,2,3,4,5,6
0,Kcal level:,2400,2800,,3200,3600,4000
1,,,,Low LOA Diet,,,
2,Calc.Chol.:,,,,,,
3,Old Tables a,494 5b,506  8,,505  4,508  4,48811
4,New Tables ,489  6,5007,,5007,501  6,481  13
5,Anal.Chol.:,,,,,,
6,Zak,607  52,64517,,70738,758  29,840  29
7,GLC,372  12,374 11,,363  10,368  9,378  20
8,Anal.Sterols:,,,,,,
9,Total,545  8,564  19,564  19,579  16,628  26,7018
10,Campesterol,312,322,,332,383,442
11,Stigmasterol,18 0.5,181,,201,21  2,222
12,Sitosterol,1246,139  9,,16312,200  15,257  17
13,,,,High LOA Diet,,,
14,Calc.Chol.:,,,,,,
15,Old Tables,499  9,5097,,5106,5105,528  9
16,New Tables,495  9,504  7,,504  7,503  6,520  8
17,Anal.Chol.:,,,,,,
18,Zak,70547,73721,,92130,105035,100587
19,GLC,367  22,377  12,377  12,357  10,389 16,4088
20,Anal.SterolsGLC,,,,,,
21,Total,61717,691  9,,699  20,754  21,8076
22,Campesterol,452,56  2,,624,673,732
23,Stigmasterol,311,38  1,,411,451,49  1
24,Sitosterol,1756,22010,22010,238  11,252 7,277  10
