,0,1,2,3,4,5,6
0,,Sensitivity,Precision,,,,Linearity
1,,LOQ(meann=14,"Intra-day RSD,% (n=7(10% HFCS added (w/w/","Intra-day RSD,% (n=7(10% HFCS added (w/w/",Inter-day RSDp%(n=7)(10% HFCS added (w/w),Inter-day RSDp%(n=7)(10% HFCS added (w/w),R2
2,,,40% HFCSa added),,/40%HFCS added,,
3,C-4%,2.0,6.5 /3.4,,10.2/3.7,,0.9925
4,,Specificity/ Selectivity,,,,,
5,,Authentic blossom,Adulterated blossom,Authentic citrus,Adulterated citrus,Authentic Pine honey,Adulterated Pine honey
6,,honey(LVCU/AOAC,honey(LVCU/AOAC,honey(LVCU/AOAC,honey (LVCU/AOAC,(LVCU/AOAC,(LVCU / AOAC 998.12)
7,,998.12),998.12)c,998.12),998.12),998.12),
8,C-4% (mean,nd/nd,5.9 /8.2,nd/nd,4.0 / 9.0,nd /1.3,4.4 / 10.5
9,"values),",,,,,,
