,0,1,2,3,4,5,6,7
0,Sample,"Sample volume,mL","Mo(VI) concentration, gL-1","Mo(VI) concentration, gL-1",*Recovery %,RSD %,**Student's t-test,**Variance ratio F-test
1,,,With calibration,With standard,,,,
2,,,curve methoda,addition curve methodb,,,,
3,Nonalcoholic beverages,Nonalcoholic beverages,,,,,,
4,Orange juice,30,5.450.13,5.540.14,97.5-102.3,2.48 (2.18),1.05,1.16
5,Cherry juice,30,4.370.12,4.450.14,98.4-102.1,2.75 (3.15),0.97,1.36
6,Peach juice,30,7.26  0.17,7.400.18,97.5-101.5,2.34 (2.43),1.27,1.12
7,Alcoholic beverages,Alcoholic beverages,,,,,,
8,White wine,30,25.35  0.80,25.410.90,98.8-101.5,3.16 (3.54),0.11,1.27
9,Red wine,30,15.25  0.48,15.410.52,98.3-102.2,3.15 (3.37),0.51,1.17
