,0,1,2,3,4,5,6
0,Sample,Time of extracts' preparation (min,Time of extracts' preparation (min,Time of extracts' preparation (min,,,
1,,Cd (g/1),,,Pb (g/l),,
2,,5,10,20,5,10,20
3,A1,0.28,0.82,0.93,2.53,3.11,3.37
4,A2,0.45,0.49,0.51,2.12,3.24,3.65
5,A3,0.45,0.70,1.07,1.80,2.41,3.22
6,A4,0.53,0.82,0.85,0.94,1.10,1.15
7,A5,0.11,0.30,0.49,1.12,2.07,2.27
8,A6,0.07,0.16,0.25,2.81,4.82,5.67
9,B1,0.18,0.43,0.71,1.93,2.35,2.40
10,B2,0.13,0.61,0.74,3.30,4.52,5.00
11,B3,0.20,0.35,0.67,1.64,1.81,1.85
12,B4,0.15,0.33,0.63,2.71,3.43,3.70
13,B5,0.12,0.29,0.56,7.63,9.30,10.85
14,T1,0.48,0.51,,1.02,1.07,
15,T2,0.28,0.28,,1.3,1.32,
16,T3,0.07,0.09,,1.11,1.16,
17,T4,0.46,0.51,,4.22,4.62,
18,T5,0.46,0.60,,1.72,1.74,
