,0,1,2,3
0,assignment(proton),traditional,cold pressing,Soxhlet
1,-CH-CH-CH-CH,0.83-0.88,0.83-0.88,0.84-0.82
2,(CHn,1.22-1.34,1.23-1.33,1.22-1.26
3,-CH-CH-COOH,1.58,1.58,1.56
4,-CH-CH=CH-,1.97-2.15,1.96-2.16,2.00-2.12
5,-CH-COOH,2.26-2.30,2.26-2.30,2.25-2.26
6,-CH=CH-CH-CH=CH-,2.75-2.82,2.72-2.75,2.73
7,-CH2-OCO-R,4.09-4.13,4.09-4.14,4.08-4.12
8,-CH-O-COR,4.25-4.29,4.25-4.29,4.24-4.27
9,CH-OCO-R,5.21-5.26,5.21-5.26,5.22-5.24
10,-CH=CH-,5.28-5.38,5.28-5.38,5.30
11,Protons of a-(ESAa,5.63-6.37,5.63-6.37,5.63-6.34
12,Solvent (CDCl),7.24,7.24,7.24
