,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Compounds,Extraction,Extraction,SPE,,Soxhlet,,Soxhlet+SPE,Soxhlet+SPE,UAE,,UAE+SPE,
1,,efficacya,reproducibilityb,,,,,,,,,,
2,,,,In gc,In gg-1d,In gc,In gg-1e,In gc,In gg-le,In gc,In gg-1d,In gc,In gg-1d
3,Naphthalene,0.05,0.05,<0.16f,g,<0.16f,g,<0.16f,ig,<0.16f,g,<0.16f,g
4,Acenaphthylene,0.044*,0.05,<0.06f,,0.71,0.14,0.17,0.03,0.21,0.21,<0.06f,g
5,2-Bromonaphthalene,0.05,0.05,<0.23f,,2.71,0.54,<0.23f,,0.88,0.88,<0.23f,g
6,Acenaphthene,0.039*,0.05,<0.14,,2.83,0.57,<0.14f,ig,0.97,0.97,<0.14f,g
7,Fluorene,0.05,0.05,<0.12f,g,2.24,0.45,0.21,0.04,0.40,0.40,<0.12f,g
8,Anthracene,0.05,0.05,0.03,0.03,0.40,0.08,0.16,0.03,0.14,0.14,0.05,0.05
9,Phenanthrene,0.046*,0.05,<0.06f,,0.45,0.09,0.09,0.02,0.09,0.09,<0.06f,g
10,Fluoranthene,0.05,0.05,0.24,0.24,0.33,0.07,0.26,0.05,0.16,0.16,0.17,0.17
11,Pyrene,0.010*,0.05,0.25,0.25,0.17,0.03,0.19,0.04,0.14,0.14,<0.14f,g
12,Benz[a]anthracene,0.009*,0.05,<0.16f,,1.39,0.28,0.80,0.16,1.02,1.02,0.34,0.34
13,Chrysene,0.002*,0.007*,0.49,0.49,1.46,0.29,2.68,0.54,1.96,1.96,1.59,1.59
14,Benzo[b]fluoranthene,0.005*,0.05,<0.14f,,0.80,0.16,0.33,0.07,0.32,0.32,0.26,0.26
15,Benzo[a]pyrene,0.008*,0.05,<0.14f,,0.55,0.11,0.22,0.04,0.26,0.26,0.19,0.19
16,"Indeno[1,2,3-cd]pyrene",0.05,0.05,0.17,0.17,1.06,0.21,0.19,0.04,0.47,0.47,0.28,0.28
17,Benzo[ghi]perylene,0.05,0.05,0.32,0.32,0.96,0.19,0.53,0.11,<0.12f,,0.22,0.22
