,0,1,2,3,4,5
0,,,Diet,,,
1,Food group,Food group,Spanish,Mediterranean,Lacto-ovo-,Vegan
2,,,guidelines,,vegetarian,
3,Fruits,Fruits,3 s/day b,4 s/day,2s/day,3s/day
4,Vegetables,Vegetables,5s/day,5s/day,3s/day,3s/day
5,Cereals,Cereals,4 s/day,3.5s/day,6 s/day,6 s/day
6,Dairy,Dairy,3s/day,2 s/day,3s/day,
7,Vegetable fatsa,Vegetable fatsa,6 s/day,6 s/day,2s/day,4s/day
8,Nuts and seeds,Nuts and seeds,1 s/day,1 s/day,2s/day,2s/day
9,Fish and seafood,Fish and seafood,2s/week,2 s/week,,
10,White meat,White meat,2 s/week,2 s/week,,
11,Eggs,,3s/week,3s/week,2s/day,
12,Red meat,Red meat,,3s/week,,
13,Legumes and,Legumes and,3s/week,2 s/week,1 s/day,2 s/day
14,,derivatives,,,,
15,Potatoes,Potatoes,3s/week,3s/week,1 s/day,1 s/day
16,Sweets,Sweets,2 s/week,2s/week,0.25s/day,/day
