,0,1,2,3,4,5,6,7,8,9,10,11
0,Fatty acids,Region (nm),Derivative/Scatter correction,T,N,Mean,SD,RMSEC,R2,RMSECV,Rev,RPD
1,C4:0,1063-1835,1D,8,95,2.64,1.29,0.30,0.95,0.40,0.90,3.18
2,C16:0,1333-1852,"1D,MSC",7,89,27.78,3.88,1.65,0.83,1.92,0.75,2.01
3,C18:0,1063-1334; 1731-1835; 2173-2355,"1D,SNV",9,87,10.19,1.99,0.79,0.86,1.18,0.64,1.67
4,C18:1n7t,1212-1334;1730-1835;2260-2355,"1D,MSC",8,91,4.22,2.15,0.67,0.91,0.85,0.84,2.52
5,C18:1n9c,1111-1212;1639-1835;2173-2355,2D,10,96,19.60,2.00,0.61,0.92,1.29,0.58,1.55
6,C18:2n6t,1333-1835,"1D,SNV",8,94,0.40,0.19,0.11,0.71,0.13,0.50,1.41
7,C18:2n6c,1834-2355,1D,8,96,3.06,0.67,0.36,0.74,0.42,0.60,1.58
8,C18:2:9c11t,1639-1835;2260-2355,"1D,MSC",7,86,1.74,0.87,0.25,0.92,0.29,0.89,3.00
9,C18:3n3,1063-1334; 1639-1835,"1D,SNV",5,90,1.44,0.54,0.20,0.87,0.26,0.77,2.06
10,C20:4n6,1063-2355,"1D,MSC",10,89,0.14,0.04,0.01,0.92,0.02,0.83,2.46
11,C20:5n3,1063-1334;1639-1835,"1D,MSC",5,82,0.07,0.02,0.01,0.73,0.02,0.49,1.40
12,C22:5n3,1063-1334;1639-2175,"1D,SNV",9,90,0.12,0.04,0.02,0.85,0.02,0.73,1.93
13,C22:6n3,1063-1334;1639-2175,"1D,SNV",8,85,0.06,0.02,0.01,0.69,0.02,0.48,1.38
14,SFA,1111-1334;1639-1835,"1D,SNV",8,80,66.00,4.56,1.02,0.96,1.65,0.87,2.75
15,MUFA,1063-1835;2173-2355,"1D,SNV",9,90,27.10,3.05,1.19,0.86,1.53,0.74,1.98
16,PUFA,1639-1835;2173-2355,"1D,SNV",12,96,7.23,1.78,0.45,0.94,0.55,0.90,3.23
17,SCFA,1063-2175,"1D,MSC",9,93,12.00,2.13,1.05,0.78,1.37,0.58,1.55
18,MCFA,1183-1334;2260-2355,"1D,MSC",5,85,43.70,4.87,1.69,0.89,1.99,0.83,2.43
19,LCFA,1063-1640;2173-2355,"1D,MSC",9,90,43.62,5.26,1.71,0.90,2.34,0.80,2.24
20,Total C18:1,1063-1640;2173-2355,"1D,MSC",8,88,25.38,3.18,1.26,0.86,1.74,0.70,1.82
21,Total CLA,1639-1835;2260-2355,"1D,MSC",7,91,1.71,0.87,0.28,0.90,0.31,0.87,2.80
22,n-6,1111-1258;1834-2355,2D,7,93,3.64,0.68,0.31,0.80,0.37,0.70,1.81
23,n-3,1063-1835,"1D,SNV",6,90,1.71,0.59,0.23,0.85,0.29,0.75,2.01
24,n-6/n-3,1212-1258;2260-2355,2D,7,82,2.26,0.80,0.24,0.92,0.34,0.82,2.37
25,DFA,1063-1640;2173-2355,"1D,MSC",9,93,44.34,4.98,1.64,0.93,2.23,0.79,2.16
26,AI,1111-1334;1639-1835;2173-2355,"1D,SNV",10,91,2.15,0.48,0.17,0.89,0.24,0.75,2.01
27,TI,1212-1258;1639-1835;2173-2260,"1D,MSC",8,93,2.35,0.61,0.15,0.94,0.21,0.87,2.77
28,PI,1111-1334; 1639-1835;2173-2355,"1D,MSC",7,87,11.35,2.32,0.60,0.94,0.70,0.90,3.21
29,HH,1111-1835;2173-2355,"1D,SNV",8,88,0.70,0.12,0.06,0.79,0.07,0.72,1.89
