,0,1,2,3,4,5,6,7,8,9
0,Compounds/Wines,Vranec,,,Cabernet Sauvignon,Cabernet Sauvignon,,Merlot,,
1,,2006,2007,2008,2006,2007,2008,2006,2007,2008
2,Hydroxycinnamic acid derivatives,Hydroxycinnamic acid derivatives,,,,,,,,
3,trans-Caftaric acid,53.00.48,52.70.59,59.30.49,64.80.66,10.20.09,54.30.55,55.40.48,61.00.75,59.3  0.55
4,trans-Coutaric acid,17.70.16,19.00.21,19.30.19,16.40.16,2.7  0.02,14.80.16,16.1 0.16,16.70.18,14.9  0.12
5,cis-Coutaric acid,2.7 0.02,2.9 0.03,3.2  0.03,2.90.03,1.20.01,5.4 0.05,4.3  0.04,3.8  0.05,5.30.05
6,Caffeic acid,7.5  0.08,7.40.07,5.40.05,5.9  0.06,58.9  0.53,12.00.11,12.90.11,8.10.09,9.70.09
7,trans-Fertaric acid,9.20.09,9.80.11,7.60.08,5.20.05,5.50.05,8.20.09,7.10.09,7.9  0.08,6.70.06
8,p-Coumaric acid,7.9 0.08,5.90.06,3.4  0.04,0.50.01,18.10.19,1.80.01,1.00.01,0.50.01,1.00.01
9,Ethyl caffeoate,0.80.01,1.00.01,1.20.01,1.8 0.02,1.20.01,1.00.01,1.70.01,0.70.01,1.50.01
10,Ethyl coumarate,1.10.01,1.20.01,0.7  0.01,2.5  0.02,2.1  0.02,2.5  0.02,1.60.01,1.30.01,1.5 0.01
11,Total HCAD(mol/L,275  3.23,328  4.71,352  4.00,445  5.22,"2282.99a,b",2172.62b,2403.01a,382  4.22,248  3.29a
12,Stilbenes,,,,,,,,,
13,trans-piceid,48.5  0.49,57.40.55,27.10.29,34.5  0.32,38.6 0.36,44.8  0.47,38.5  0.35,29.4  0.29,40.20.41
14,trans-resveratrol,11.20.11,12.50.14,9.10.09,21.20.22,17.70.17,18.00.19,21.30.18,14.50.13,14.60.15
15,cis-piceid,29.40.33,19.00.20,26.40.29,39.20.41,35.10.36,30.80.33,31.90.28,41.10.44,38.90.39
16,cis-resveratrol,11.00.10,11.10.11,37.4 0.41,5.10.05,8.6 0.09,6.3  0.07,8.3  0.09,15.00.17,6.20.06
17,Total stilbenes (mol/L),32.1  0.29,26.9  0.28,43.9  0.39a,39.00.36b,17.3  0.13,14.00.11,38.70.33b,46.2  0.39a,19.2  0.14
18,Flavan-3-ols,,,,,,,,,
19,Procyanidin B2,4.520.08a,5.040.05a,3.330.04b,4.830.07a,6.330.14,3.480.07b,4.010.11,5.110.13a,3.520.09b
20,Catechin,96.13.78,42.61.79,68.22.44,45.82.01a,51.31.73b,47.62.13a,35.91.32c,39.31.37c,51.41.78b
21,Procyanidin B1,12.30.66,30.91.12,23.00.99a,33.81.15b,33.81.10b,24.50.99a,23.41.04a,24.5 0.84a,20.82.11
22,Total flavan-3-ols (mg/L),77.63.02,87.5  2.98,98.9  4.85,1506.01,95.2  3.41,122 4.3,1043.95,1113.9,97.03.91
23,Gallic acid (mg/L),11.10.48,7.340.03a,7.640.02a,8.110.03a,8.98 0.35,6.860.03,7.83  0.29a,8.230.25a,7.63  0.26a
