,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food group,Product group,Samples (n),Sr,,,,,Ag,,,,
1,,,,Mean,Mina,Maxb,P95c,>LOQ (%),Mean,Mina,Maxb,P95c,>LOQ%)
2,Cereals and cereal products,Pastries,18,0.834,0.220,1.53,1.40,100,0.000,0.000,0.424,0.410,22
3,,Bread and rusk,14,0.921,0.412,1.53,1.63,100,0.000,0.000,0.000,0.000,
4,,Breakfast cereals,6,0.842,0.412,1.83,1.63,100,0.000,0.000,0.000,0.000,0
5,,Pasta,4,0.543,0.376,0.806,0.783,100,0.000,0.000,0.000,0.000,0
6,,Rice and semolina,,0.543,0.376,0.806,0.783,100,0.000,0.000,0.000,0.000,0
7,,Viennese bread and buns,,0.665,0.423,8.19,8.11,100,0.024,0.000,0.144,0.108,17
8,,Biscuits,24,1.82,0.274,8.19,8.11,100,0.058,0.000,0.279,0.259,33
9,,Total,77,1.21,0.504,8.19,7.24,100,0.035,0.000,0.381,0.192,17
10,Cooked dishes and snacks,Cooked dishes,68,1.21,0.504,1.02,0.955,100,0.035,0.000,0.381,0.192,17
11,,Sandwiches,30,0.707,0.414,1.68,1.21,100,0.016,0.000,0.102,0.098,11
12,,Desserts,4,0.601,0.664,1.68,1.21,100,0.000,0.000,0.226,0.000,11
13,,"Pizzas, quiches and salted cakes",130,0.936,0.664,1.41,1.34,100,0.000,0.000,0.000,0.000,0
14,,Total,130,0.293,0.128,0.432,0.364,100,0.006,0.000,0.381,0.017,16
15,Dairy products,Milk,38,0.293,0.128,0.432,0.364,100,0.006,0.000,0.118,0.017,5
16,,Ultra fresh dairy products,91,1.89,0.121,2.98,0.519,100,0.014,0.000,0.407,0.112,10
17,,Cheese,145,1.89,0.890,2.98,1.83,100,0.017,0.000,0.450,0.388,9
18,,Total,145,0.150,0.000,0.316,0.289,100,0.030,0.000,0.298,0.164,9
19,Drinks,Alcoholic drinks,10,0.150,0.000,0.316,0.289,80,0.030,0.000,0.352,0.164,10
20,,Coffee,30,0.369,0.000,0.768,0.679,100,0.028,0.000,0.352,0.153,17
21,,Water,31,0.504,0.000,0.824,6.72,89,0.003,0.000,0.121,0.000,10
22,,Water,46,1.11,0.000,13.2,6.72,89,0.003,0.000,0.119,0.000,2
23,,Soft drinks,143,0.618,0.000,0.736,1.12,100,0.012,0.000,0.352,0.111,8
24,,Total,143,0.618,0.000,13.2,1.12,94,0.012,0.000,0.352,0.111,8
25,Eggs and egg products,Eggs and egg products,30,2.71,0.345,2.76,2.76,100,0.000,0.000,0.260,0.216,17
26,Tofu,Tofu,2,2.71,2.67,2.76,2.76,100,0.000,0.000,0.000,0.000,0
27,Fat and oil,Butter,6,0.238,0.050,0.365,0.354,100,0.000,0.000,0.000,0.000,0
28,,Margarine,10,0.136,0.000,0.048,0.259,60,0.000,0.000,0.000,0.000,0
29,,Oil,10,0.014,0.000,0.365,0.038,60,0.000,0.000,0.000,0.000,0
30,,Total,46,0.106,0.176,0.365,0.323,100,0.055,0.000,1.29,0.280,17
31,,Shellfish,37,7.17,0.292,51.0,43.3,100,2.339,0.000,52.6,27.300,97
32,Fruits and vegetables,Nuts and oilseeds,4,7.17,0.176,51.0,39.3,100,0.023,0.000,52.6,0.079,53
33,Fruits and vegetables,Nuts and oilseeds,4,3.28,0.076,3.38,1.49,100,0.030,0.000,0.093,0.079,25
34,,Fruits,48,0.494,0.076,3.38,1.49,100,0.030,0.000,0.445,0.229,19
35,,Potato-based products,48,1.62,0.056,0.800,4.13,100,0.030,0.000,0.370,0.162,19
36,,Vegetables,269,1.62,0.000,12.6,4.13,100,0.023,0.000,0.634,0.161,12
37,,Compotes and stewed fruits,8,2.39,1.20,4.15,3.60,100,0.062,0.000,0.378,0.287,25
38,,Dried vegetables,18,2.39,0.000,4.15,3.60,100,0.025,0.000,0.634,0.170,14
39,,Total,422,1.31,0.000,12.6,3.61,100,0.025,0.000,0.634,0.170,14
40,Ice cream,Delicatessen,2,1.11,0.889,1.34,0.606,100,0.057,0.000,1.18,0.326,50
41,Meats and offal,Delicatessen,79,0.304,0.000,0.921,0.275,99,0.057,0.000,1.18,0.310,22
42,,Offal,80,0.072,0.000,0.187,0.147,93,0.435,0.000,2.05,0.213,25
43,,Offal,38,0.072,0.000,0.187,0.206,88,0.056,0.000,2.05,0.226,81
44,,Poultry,38,0.181,0.000,2.88,0.531,95,0.056,0.000,2.05,0.226,26
45,,Total,213,0.181,0.198,2.88,0.937,95,0.038,0.000,0.455,0.365,28
46,"Salt, spices, soup and sauces",Soups,22,1.91,0.198,0.957,6.20,100,0.038,0.000,0.455,0.195,14
47,,Condiments and sauces,34,1.91,0.078,6.40,6.20,100,0.025,0.000,0.455,0.188,0
48,,Total,34,1.12,0.078,6.40,3.34,100,0.025,0.000,0.455,0.188,9
49,"Sweeteners, honey and confectionery",Chocolate,10,3.17,1.20,0.762,0.726,100,0.057,0.000,0.452,0.294,30
50,,Sugar and sugar-based products,8,0.390,0.000,0.762,6.43,88,0.056,0.000,0.452,0.294,13
51,,Total,18,1.94,0.000,7.42,6.43,94,0.056,0.000,0.452,0.350,22
